Product ID*;Product reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Price tax excluded or Price tax included;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
53954;;Couleur:select:0;H=d'oré / V=Bleu:21;KH31-KH124;KH31-KH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH124_0.jpg;1;;;;
53954;;Couleur:select:0;H=d'oré / V=Noir:23;KH31-KH125;KH31-KH125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH125_0.jpg;1;;;;
53954;;Couleur:select:0;H=d'oré / V=Rouge:24;KH31-KH127;KH31-KH127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH127_0.jpg;1;;;;
53954;;Couleur:select:0;H=d'oré / V=Anthrazit:19;KH31-KH129;KH31-KH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH129_0.jpg;1;;;;
53954;;Couleur:select:0;H=Bleu / V=Argent:14;KH31-KH141;KH31-KH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH141_0.jpg;1;;;;
53954;;Couleur:select:0;H=Bleu / V=d'oré:16;KH31-KH142;KH31-KH142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH142_0.jpg;1;;;;
53954;;Couleur:select:0;H=Bleu / V=Bleu:15;KH31-KH144;KH31-KH144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH144_0.jpg;1;;;;
53954;;Couleur:select:0;H=Bleu / V=Noir:17;KH31-KH145;KH31-KH145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH145_0.jpg;1;;;;
53954;;Couleur:select:0;H=Bleu / V=Rouge:18;KH31-KH147;KH31-KH147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH147_0.jpg;1;;;;
53954;;Couleur:select:0;H=Bleu / V=Anthrazit:13;KH31-KH149;KH31-KH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH149_0.jpg;1;;;;
53954;;Couleur:select:0;H=Noir / V=Argent:26;KH31-KH151;KH31-KH151;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH151_0.jpg;1;;;;
53954;;Couleur:select:0;H=Noir / V=d'oré:28;KH31-KH152;KH31-KH152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH152_0.jpg;1;;;;
53954;;Couleur:select:0;H=Noir / V=Bleu:27;KH31-KH154;KH31-KH154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH154_0.jpg;1;;;;
53954;;Couleur:select:0;H=Noir / V=Noir:29;KH31-KH155;KH31-KH155;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH155_0.jpg;1;;;;
53954;;Couleur:select:0;H=Noir / V=Anthrazit:25;KH31-KH159;KH31-KH159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH159_0.jpg;1;;;;
53954;;Couleur:select:0;H=Rouge / V=Argent:32;KH31-KH171;KH31-KH171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH171_0.jpg;1;;;;
53954;;Couleur:select:0;H=Rouge / V=d'oré:34;KH31-KH172;KH31-KH172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH172_0.jpg;1;;;;
53954;;Couleur:select:0;H=Rouge / V=Bleu:33;KH31-KH174;KH31-KH174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH174_0.jpg;1;;;;
53954;;Couleur:select:0;H=Rouge / V=Noir:35;KH31-KH175;KH31-KH175;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH175_0.jpg;1;;;;
53954;;Couleur:select:0;H=Rouge / V=Rouge:36;KH31-KH177;KH31-KH177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH177_0.jpg;1;;;;
53954;;Couleur:select:0;H=Rouge / V=Anthrazit:31;KH31-KH179;KH31-KH179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH31-KH179_0.jpg;1;;;;
53956;;Couleur:select:0;H=Argent / V= Argent:8;KH32-EVO111;KH32-EVO111;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO111_0.jpg;1;;;;
53956;;Couleur:select:0;H=Argent / V= d'oré:10;KH32-EVO112;KH32-EVO112;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO112_0.jpg;1;;;;
53956;;Couleur:select:0;H=Argent / V= Bleu:9;KH32-EVO114;KH32-EVO114;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO114_0.jpg;1;;;;
53956;;Couleur:select:0;H=Argent / V= Noir:11;KH32-EVO115;KH32-EVO115;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO115_0.jpg;1;;;;
53956;;Couleur:select:0;H=Argent / V= Rouge:12;KH32-EVO117;KH32-EVO117;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO117_0.jpg;1;;;;
53956;;Couleur:select:0;H=Argent / V= Anthrazit:7;KH32-EVO119;KH32-EVO119;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO119_0.jpg;1;;;;
53956;;Couleur:select:0;H=Noir / V=Argent:26;KH32-EVO151;KH32-EVO151;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO151_0.jpg;1;;;;
53956;;Couleur:select:0;H=Noir / V=d'oré:28;KH32-EVO152;KH32-EVO152;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO152_0.jpg;1;;;;
53956;;Couleur:select:0;H=Noir / V=Bleu:27;KH32-EVO154;KH32-EVO154;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO154_0.jpg;1;;;;
53956;;Couleur:select:0;H=Noir / V=Noir:29;KH32-EVO155;KH32-EVO155;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO155_0.jpg;1;;;;
53956;;Couleur:select:0;H=Noir / V=Rouge:30;KH32-EVO157;KH32-EVO157;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO157_0.jpg;1;;;;
53956;;Couleur:select:0;H=Noir / V=Anthrazit:25;KH32-EVO159;KH32-EVO159;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO159_0.jpg;1;;;;
53956;;Couleur:select:0;H=Anthrazit / V= Argent:2;KH32-EVO191;KH32-EVO191;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO191_0.jpg;1;;;;
53956;;Couleur:select:0;H=Anthrazit / V= Bleu:3;KH32-EVO194;KH32-EVO194;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO194_0.jpg;1;;;;
53956;;Couleur:select:0;H=Anthrazit / V= Noir:5;KH32-EVO195;KH32-EVO195;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO195_0.jpg;1;;;;
53956;;Couleur:select:0;H=Anthrazit / V= Rouge:6;KH32-EVO197;KH32-EVO197;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO197_0.jpg;1;;;;
53956;;Couleur:select:0;H=Anthrazit / V= Anthrazit:1;KH32-EVO199;KH32-EVO199;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-EVO199_0.jpg;1;;;;
53957;;Couleur:select:0;H=d'oré / V=Argent:20;KH32-KH121;KH32-KH121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH121_0.jpg;1;;;;
53957;;Couleur:select:0;H=d'oré / V=d'oré:22;KH32-KH122;KH32-KH122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH122_0.jpg;1;;;;
53957;;Couleur:select:0;H=d'oré / V=Bleu:21;KH32-KH124;KH32-KH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH124_0.jpg;1;;;;
53957;;Couleur:select:0;H=d'oré / V=Noir:23;KH32-KH125;KH32-KH125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH125_0.jpg;1;;;;
53957;;Couleur:select:0;H=d'oré / V=Anthrazit:19;KH32-KH129;KH32-KH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH129_0.jpg;1;;;;
53957;;Couleur:select:0;H=Bleu / V=Argent:14;KH32-KH141;KH32-KH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH141_0.jpg;1;;;;
53957;;Couleur:select:0;H=Bleu / V=d'oré:16;KH32-KH142;KH32-KH142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH142_0.jpg;1;;;;
53957;;Couleur:select:0;H=Bleu / V=Bleu:15;KH32-KH144;KH32-KH144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH144_0.jpg;1;;;;
53957;;Couleur:select:0;H=Bleu / V=Noir:17;KH32-KH145;KH32-KH145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH145_0.jpg;1;;;;
53957;;Couleur:select:0;H=Bleu / V=Rouge:18;KH32-KH147;KH32-KH147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH147_0.jpg;1;;;;
53957;;Couleur:select:0;H=Bleu / V=Anthrazit:13;KH32-KH149;KH32-KH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH149_0.jpg;1;;;;
53957;;Couleur:select:0;H=Noir / V=Argent:26;KH32-KH151;KH32-KH151;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH151_0.jpg;1;;;;
53957;;Couleur:select:0;H=Noir / V=d'oré:28;KH32-KH152;KH32-KH152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH152_0.jpg;1;;;;
53957;;Couleur:select:0;H=Noir / V=Bleu:27;KH32-KH154;KH32-KH154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH154_0.jpg;1;;;;
53957;;Couleur:select:0;H=Noir / V=Rouge:30;KH32-KH157;KH32-KH157;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH157_0.jpg;1;;;;
53957;;Couleur:select:0;H=Noir / V=Anthrazit:25;KH32-KH159;KH32-KH159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH159_0.jpg;1;;;;
53957;;Couleur:select:0;H=Rouge / V=Argent:32;KH32-KH171;KH32-KH171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH171_0.jpg;1;;;;
53957;;Couleur:select:0;H=Rouge / V=d'oré:34;KH32-KH172;KH32-KH172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH172_0.jpg;1;;;;
53957;;Couleur:select:0;H=Rouge / V=Bleu:33;KH32-KH174;KH32-KH174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH174_0.jpg;1;;;;
53957;;Couleur:select:0;H=Rouge / V=Noir:35;KH32-KH175;KH32-KH175;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH175_0.jpg;1;;;;
53957;;Couleur:select:0;H=Rouge / V=Rouge:36;KH32-KH177;KH32-KH177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH177_0.jpg;1;;;;
53957;;Couleur:select:0;H=Rouge / V=Anthrazit:31;KH32-KH179;KH32-KH179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH32-KH179_0.jpg;1;;;;
53959;;Couleur:select:0;H=Argent / V= Argent:8;KH34-EVO111;KH34-EVO111;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO111_0.jpg;1;;;;
53959;;Couleur:select:0;H=Argent / V= d'oré:10;KH34-EVO112;KH34-EVO112;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO112_0.jpg;1;;;;
53959;;Couleur:select:0;H=Argent / V= Bleu:9;KH34-EVO114;KH34-EVO114;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO114_0.jpg;1;;;;
53959;;Couleur:select:0;H=Argent / V= Noir:11;KH34-EVO115;KH34-EVO115;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO115_0.jpg;1;;;;
53959;;Couleur:select:0;H=Argent / V= Rouge:12;KH34-EVO117;KH34-EVO117;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO117_0.jpg;1;;;;
53959;;Couleur:select:0;H=Argent / V= Anthrazit:7;KH34-EVO119;KH34-EVO119;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO119_0.jpg;1;;;;
53959;;Couleur:select:0;H=Noir / V=Argent:26;KH34-EVO151;KH34-EVO151;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO151_0.jpg;1;;;;
53959;;Couleur:select:0;H=Noir / V=d'oré:28;KH34-EVO152;KH34-EVO152;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO152_0.jpg;1;;;;
53959;;Couleur:select:0;H=Noir / V=Bleu:27;KH34-EVO154;KH34-EVO154;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO154_0.jpg;1;;;;
53959;;Couleur:select:0;H=Noir / V=Noir:29;KH34-EVO155;KH34-EVO155;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO155_0.jpg;1;;;;
53959;;Couleur:select:0;H=Noir / V=Rouge:30;KH34-EVO157;KH34-EVO157;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO157_0.jpg;1;;;;
53959;;Couleur:select:0;H=Noir / V=Anthrazit:25;KH34-EVO159;KH34-EVO159;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO159_0.jpg;1;;;;
53959;;Couleur:select:0;H=Anthrazit / V= Argent:2;KH34-EVO191;KH34-EVO191;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO191_0.jpg;1;;;;
53959;;Couleur:select:0;H=Anthrazit / V= Bleu:3;KH34-EVO194;KH34-EVO194;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO194_0.jpg;1;;;;
53959;;Couleur:select:0;H=Anthrazit / V= Noir:5;KH34-EVO195;KH34-EVO195;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO195_0.jpg;1;;;;
53959;;Couleur:select:0;H=Anthrazit / V= Rouge:6;KH34-EVO197;KH34-EVO197;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO197_0.jpg;1;;;;
53959;;Couleur:select:0;H=Anthrazit / V= Anthrazit:1;KH34-EVO199;KH34-EVO199;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-EVO199_0.jpg;1;;;;
53960;;Couleur:select:0;H=d'oré / V=Argent:20;KH34-KH121;KH34-KH121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH121_0.jpg;1;;;;
53960;;Couleur:select:0;H=d'oré / V=d'oré:22;KH34-KH122;KH34-KH122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH122_0.jpg;1;;;;
53960;;Couleur:select:0;H=d'oré / V=Bleu:21;KH34-KH124;KH34-KH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH124_0.jpg;1;;;;
53960;;Couleur:select:0;H=d'oré / V=Noir:23;KH34-KH125;KH34-KH125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH125_0.jpg;1;;;;
53960;;Couleur:select:0;H=d'oré / V=Rouge:24;KH34-KH127;KH34-KH127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH127_0.jpg;1;;;;
53960;;Couleur:select:0;H=d'oré / V=Anthrazit:19;KH34-KH129;KH34-KH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH129_0.jpg;1;;;;
53960;;Couleur:select:0;H=Bleu / V=Argent:14;KH34-KH141;KH34-KH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH141_0.jpg;1;;;;
53960;;Couleur:select:0;H=Bleu / V=d'oré:16;KH34-KH142;KH34-KH142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH142_0.jpg;1;;;;
53960;;Couleur:select:0;H=Bleu / V=Bleu:15;KH34-KH144;KH34-KH144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH144_0.jpg;1;;;;
53960;;Couleur:select:0;H=Bleu / V=Noir:17;KH34-KH145;KH34-KH145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH145_0.jpg;1;;;;
53960;;Couleur:select:0;H=Bleu / V=Rouge:18;KH34-KH147;KH34-KH147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH147_0.jpg;1;;;;
53960;;Couleur:select:0;H=Bleu / V=Anthrazit:13;KH34-KH149;KH34-KH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH149_0.jpg;1;;;;
53960;;Couleur:select:0;H=Noir / V=Argent:26;KH34-KH151;KH34-KH151;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH151_0.jpg;1;;;;
53960;;Couleur:select:0;H=Noir / V=d'oré:28;KH34-KH152;KH34-KH152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH152_0.jpg;1;;;;
53960;;Couleur:select:0;H=Noir / V=Bleu:27;KH34-KH154;KH34-KH154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH154_0.jpg;1;;;;
53960;;Couleur:select:0;H=Noir / V=Noir:29;KH34-KH155;KH34-KH155;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH155_0.jpg;1;;;;
53960;;Couleur:select:0;H=Noir / V=Anthrazit:25;KH34-KH159;KH34-KH159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH159_0.jpg;1;;;;
53960;;Couleur:select:0;H=Rouge / V=Argent:32;KH34-KH171;KH34-KH171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH171_0.jpg;1;;;;
53960;;Couleur:select:0;H=Rouge / V=d'oré:34;KH34-KH172;KH34-KH172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH172_0.jpg;1;;;;
53960;;Couleur:select:0;H=Rouge / V=Bleu:33;KH34-KH174;KH34-KH174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH174_0.jpg;1;;;;
53960;;Couleur:select:0;H=Rouge / V=Noir:35;KH34-KH175;KH34-KH175;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH175_0.jpg;1;;;;
53960;;Couleur:select:0;H=Rouge / V=Rouge:36;KH34-KH177;KH34-KH177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH177_0.jpg;1;;;;
53960;;Couleur:select:0;H=Rouge / V=Anthrazit:31;KH34-KH179;KH34-KH179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH34-KH179_0.jpg;1;;;;
53962;;Couleur:select:0;H=Argent / V= Argent:8;KH35-EVO111;KH35-EVO111;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO111_0.jpg;1;;;;
53962;;Couleur:select:0;H=Argent / V= d'oré:10;KH35-EVO112;KH35-EVO112;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO112_0.jpg;1;;;;
53962;;Couleur:select:0;H=Argent / V= Bleu:9;KH35-EVO114;KH35-EVO114;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO114_0.jpg;1;;;;
53962;;Couleur:select:0;H=Argent / V= Noir:11;KH35-EVO115;KH35-EVO115;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO115_0.jpg;1;;;;
53962;;Couleur:select:0;H=Argent / V= Rouge:12;KH35-EVO117;KH35-EVO117;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO117_0.jpg;1;;;;
53962;;Couleur:select:0;H=Argent / V= Anthrazit:7;KH35-EVO119;KH35-EVO119;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO119_0.jpg;1;;;;
53962;;Couleur:select:0;H=Noir / V=Argent:26;KH35-EVO151;KH35-EVO151;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO151_0.jpg;1;;;;
53962;;Couleur:select:0;H=Noir / V=d'oré:28;KH35-EVO152;KH35-EVO152;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO152_0.jpg;1;;;;
53962;;Couleur:select:0;H=Noir / V=Bleu:27;KH35-EVO154;KH35-EVO154;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO154_0.jpg;1;;;;
53962;;Couleur:select:0;H=Noir / V=Noir:29;KH35-EVO155;KH35-EVO155;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO155_0.jpg;1;;;;
53962;;Couleur:select:0;H=Noir / V=Rouge:30;KH35-EVO157;KH35-EVO157;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO157_0.jpg;1;;;;
53962;;Couleur:select:0;H=Noir / V=Anthrazit:25;KH35-EVO159;KH35-EVO159;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO159_0.jpg;1;;;;
53962;;Couleur:select:0;H=Anthrazit / V= Argent:2;KH35-EVO191;KH35-EVO191;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO191_0.jpg;1;;;;
53962;;Couleur:select:0;H=Anthrazit / V= Bleu:3;KH35-EVO194;KH35-EVO194;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO194_0.jpg;1;;;;
53962;;Couleur:select:0;H=Anthrazit / V= Noir:5;KH35-EVO195;KH35-EVO195;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO195_0.jpg;1;;;;
53962;;Couleur:select:0;H=Anthrazit / V= Rouge:6;KH35-EVO197;KH35-EVO197;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO197_0.jpg;1;;;;
53962;;Couleur:select:0;H=Anthrazit / V= Anthrazit:1;KH35-EVO199;KH35-EVO199;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH35-EVO199_0.jpg;1;;;;
53963;;Couleur:select:0;H=Argent / V= Argent:8;KH36-EVO111;KH36-EVO111;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH36-EVO111_0.jpg;1;;;;
53963;;Couleur:select:0;H=Argent / V= d'oré:10;KH36-EVO112;KH36-EVO112;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH36-EVO112_0.jpg;1;;;;
53963;;Couleur:select:0;H=Argent / V= Bleu:9;KH36-EVO114;KH36-EVO114;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH36-EVO114_0.jpg;1;;;;
53963;;Couleur:select:0;H=Argent / V= Noir:11;KH36-EVO115;KH36-EVO115;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH36-EVO115_0.jpg;1;;;;
