ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10011;;Valise TraX® EVO ALU-BOX L;;;;;;;;;;;;;;;;;;;;;;;;;;;45 L. Gauche. Noir. 49 x 28 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime..<br>MADE IN GERMANY.<br><br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kit dadaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrures.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint détanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points darrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 45 L </li><li>Dimensions: 19.3 x 11"" x 14.6"" / 49 x 28 x 37 cm </li><li>Poids :11.0 lbs / 5 kg </li></ul><!--EB--><b>Inclus: </b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10012;;Valise TraX® EVO ALU-BOX L;;;;;;;;;;;;;;;;;;;;;;;;;;;45 L. Gauche. Couleur gris métal. 49 x 28 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime..<br>MADE IN GERMANY.<br><br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kit dadaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrures.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint détanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points darrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 45 L </li><li>Dimensions: 19.3 x 11"" x 14.6"" / 49 x 28 x 37 cm </li><li>Poids :11.0 lbs / 5 kg </li></ul><!--EB--><b>Inclus: </b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10013;;Valise TraX® EVO ALU-BOX L;;;;;;;;;;;;;;;;;;;;;;;;;;;45 L. Droite. Noir. 49 x 28 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime..<br>MADE IN GERMANY.<br><br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kit dadaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrures.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint détanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points darrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 45 L </li><li>Dimensions: 19.3 x 11"" x 14.6"" / 49 x 28 x 37 cm </li><li>Poids :11.0 lbs / 5 kg </li></ul><!--EB--><b>Inclus: </b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10014;;Valise TraX® EVO ALU-BOX L;;;;;;;;;;;;;;;;;;;;;;;;;;;45 L. Droite. Couleur gris métal. 49 x 28 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime..<br>MADE IN GERMANY.<br><br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kit dadaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrures.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint détanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points darrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 45 L </li><li>Dimensions: 19.3 x 11"" x 14.6"" / 49 x 28 x 37 cm </li><li>Poids :11.0 lbs / 5 kg </li></ul><!--EB--><b>Inclus: </b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10015;;Valise TraX® EVO ALU-BOX M;;;;;;;;;;;;;;;;;;;;;;;;;;;37 L. Gauche. Noir. 49 x 23 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime. <br>MADE IN GERMANY.<br> <br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kits d'adaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrure.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint d'étanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points d'arrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 37 L </li><li>Dimensions: 19.3 x 9.1"" x 14.6"" / 49 x 23 x 37 cm </li><li>Poids :10.3 lbs / 4.7 kg </li></ul><!--EB--><b>Inclus:</b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10016;;Valise TraX® EVO ALU-BOX M;;;;;;;;;;;;;;;;;;;;;;;;;;;37 L. Gauche. Couleur gris métal. 49 x 23 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime. <br>MADE IN GERMANY.<br> <br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kits d'adaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrure.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint d'étanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points d'arrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 37 L </li><li>Dimensions: 19.3 x 9.1"" x 14.6"" / 49 x 23 x 37 cm </li><li>Poids :10.3 lbs / 4.7 kg </li></ul><!--EB--><b>Inclus:</b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10017;;Valise TraX® EVO ALU-BOX M;;;;;;;;;;;;;;;;;;;;;;;;;;;37 L. Droite. Noir. 49 x 23 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime. <br>MADE IN GERMANY.<br> <br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kits d'adaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrure.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint d'étanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points d'arrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 37 L </li><li>Dimensions: 19.3 x 9.1"" x 14.6"" / 49 x 23 x 37 cm </li><li>Poids :10.3 lbs / 4.7 kg </li></ul><!--EB--><b>Inclus:</b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10018;;Valise TraX® EVO ALU-BOX M;;;;;;;;;;;;;;;;;;;;;;;;;;;37 L. Droite. Couleur gris métal. 49 x 23 x 37 cm.;"<b>Valise TraX® EVO ALU</b>Par SW-MOTECH, la valise de voyage ultime. <br>MADE IN GERMANY.<br> <br>disponible en aluminium brut ou en noir anodisé.<br>Compatible avec tous les supports SW-Motech QUICK-LOCK et EVO.<br><br>Fixez votre valise TraX® EVO ALU sur les supports SW-MOTECH,<br> Givi ou Hepco & Becker avec les kits d'adaptations (en option).<br><br>Les valises TraX® EVO sont livrées sans serrure.<br>Les jeux de serrures sont vendus séparément en jeux de 1, 2 ou 3.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Construction solide et soignée</li><li>En aluminium de 1,5 mm</li><li>Support de fixation en acier (vendu séparément)</li><li>Technique de rivetage unique, sans perçage.</li><li>Couvercle embouti avec cadre en plastique souple et joint d'étanchéité </li><li>Loquets en acier inoxydable</li><li>Coin en fibre de verre renforcée</li><li>Valises latérales comprennent quatre points d'arrimage</li><li>Les valises noires possède un traitement de surface interne pour ne pas avoir de dépôts sur vos affaires !</li><li>Charnières</li><li>Capacité: 37 L </li><li>Dimensions: 19.3 x 9.1"" x 14.6"" / 49 x 23 x 37 cm </li><li>Poids :10.3 lbs / 4.7 kg </li></ul><!--EB--><b>Inclus:</b><!--BL--><ul> <li>Chaque valise TraX® EVO comporte un sac de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10019;;Topcase TraX® EVO ALU-BOX;;;;;;;;;;;;;;;;;;;;;;;;;;;38 L. Noir. 41 x 34 x 33 cm.;"<b>TraX® EVO TOPCASE</b>Par SW-MOTECH, le Topcase de voyage ultime. <br>MADE IN GERMANY.<br> <br>Disponible en aluminium brut ou noir anodisé Noir.<br>Compatible avec ALU-RACK SW-MOTECHS et les supports TraX®.<br><br>Fixer le Topcase TraX® EVO sur votre SW-MOTECH<br>Alu-Rack avec le kit d'adaptation TraX® (vendu séparément). <br><br>Le Topcase TraX® EVO est livré sans serrure.<br>Des kits de serrures sont disponibles pour 1 Topcase et une ou deux valises.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Secure, stable construction</li><li> aluminium de 1.5 mm d'épaisseur</li><li>Système de rivetage exclusif, sans perçage</li><li>Couvercle embouti avec cadre en plastique souple et joint d'étanchéité </li><li> Loquets en acier inoxydable </li><li>Coins en fibre de verre renforcés</li><li>Les valises noires ont un traitement de surface pour qu'il n'y ait aucune déperdition de couleur sur vos affaires !</li><li>Charnières</li><li>Capacité: 38 L </li><li>Dimensions: 19.3 x 11"" x 14.6"" / 49 x 28 x 37 cm </li><li>Poids :10.3 lbs / 5 kg </li></ul><!--EB--><b>Inclus:</b><!--BL--><ul> <li>Chaque Topcase TraX® EVO inclus un sac interne de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020;;Topcase TraX® EVO ALU-BOX;;;;;;;;;;;;;;;;;;;;;;;;;;;38 L. Couleur gris métal. 41 x 34 x 33 cm.;"<b>TraX® EVO TOPCASE</b>Par SW-MOTECH, le Topcase de voyage ultime. <br>MADE IN GERMANY.<br> <br>Disponible en aluminium brut ou noir anodisé Noir.<br>Compatible avec ALU-RACK SW-MOTECHS et les supports TraX®.<br><br>Fixer le Topcase TraX® EVO sur votre SW-MOTECH<br>Alu-Rack avec le kit d'adaptation TraX® (vendu séparément). <br><br>Le Topcase TraX® EVO est livré sans serrure.<br>Des kits de serrures sont disponibles pour 1 Topcase et une ou deux valises.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Secure, stable construction</li><li> aluminium de 1.5 mm d'épaisseur</li><li>Système de rivetage exclusif, sans perçage</li><li>Couvercle embouti avec cadre en plastique souple et joint d'étanchéité </li><li> Loquets en acier inoxydable </li><li>Coins en fibre de verre renforcés</li><li>Les valises noires ont un traitement de surface pour qu'il n'y ait aucune déperdition de couleur sur vos affaires !</li><li>Charnières</li><li>Capacité: 38 L </li><li>Dimensions: 19.3 x 11"" x 14.6"" / 49 x 28 x 37 cm </li><li>Poids :10.3 lbs / 5 kg </li></ul><!--EB--><b>Inclus:</b><!--BL--><ul> <li>Chaque Topcase TraX® EVO inclus un sac interne de transport</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10021;;TraX® EVO / TRAX ADV kit de serrures;;;;;;;;;;;;;;;;;;;;;;;;;;;6 serrures jumelées à 2 clés + clip antiretour.;<b>TraX®</b> - SW-MOTECH - <ul><li>jeu de serrures for TraX®</li><li>6 serrures avec 2 clés</li> <li>serrures jumelles</li></ul><b></ul>Inclus:</b><!--BL--><ul> <li>jeu de serrures</li> <li>Notice de montage</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10022;;TraX® EVO / TRAX ADV kit de serrures;;;;;;;;;;;;;;;;;;;;;;;;;;;4 serrures jumelées à 2 clés + clip antiretour.;<b>TraX®</b> - SW-MOTECH - <ul><li>jeu de serrures for TraX®</li><li>4 serrures avec 2 clés</li> <li>serrures jumelles</li></ul><b>Inclus:</b> <!--BL--> <ul><li>jeu de serrures</li> <li>Notice de montage</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10023;;TraX® EVO / TRAX ADV kit de serrures;;;;;;;;;;;;;;;;;;;;;;;;;;;2 serrures jumelées à 2 clés + clip antiretour.;<b>TraX®</b> - SW-MOTECH - <ul><li>jeu de serrures for TraX®</li><li>2 serrures avec 2 clés</li> <li>serrures jumelles</li></ul> <b>Inclus:</b> <!--BL--><ul> <li>jeu de serrures</li> <li>Notice de montage</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10024;;Topcase - Dosseret passager TraX®;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir.;<b>Dosseret pour Topcase TraX®</b><ul><li>En EPS</li><li>Pour une assisse confortable du passager</li><li>Spécialement pour Topcase TraX®</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>1 dosseret</li><li>Matériel de montage</li><li>Notice de montage </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10025;;TraX® Bandes réfléchissantes;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. pour 2 valises ou 1 Topcase.;<b>Autocollant Contour pour TraX® ALU-BOX Noir</b><br> <br>Autocollant réfléchissant Noir pour 2 valises et un Topcase TraX®. <br> Prédécoupé pour les valises TraX®.<br> Améliore votre sécurité (ECE 104). <br> <br><b>Détails:</b><ul> <li>3M film, Noir, ECE 104, Réfléchissant class E</li> </ul><b>Inclus:</b> <!--BL--><ul> <li>Autocollant pout 2 valises TraX® et un Topcase TraX®.</li> <li>Notice de montage <br> </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10026;;TraX® Bandes réfléchissantes;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. pour 2 valises ou 1 Topcase.;<b>Autocollant Contour pour TraX® ALU-BOX Gris</b><br> <br>Autocollant réfléchissant Gris pour 2 valises et un Topcase TraX®. <br> Prédécoupé pour les valises TraX®.<br> Améliore votre sécurité (ECE 104). <br> <br> <b>Détails:</b></li> <ul> <li>3M film, Gris, ECE 104, Réfléchissant class E</li> </ul> </ul> <b>Inclus:</b> <!--BL--><ul> <li>Autocollant pout 2 valises TraX® et un Topcase TraX®.</li> <li>Notice de montage <br> </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10027;;TraX® Kit de réparation du coin;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir.;<p>Ce kit de réparation permet de réparer les coins en plastique rigides extérieurs des valises latérales en aluminium TraX® EVO qui auraient été endommagés. Il contient non seulement les coins en plastiques, mais aussi le matériel de montage et le joint d’étanchéité.</p> <b>Caractéristiques:</b> <!--BB--><ul><li>Coins en plastique résistant</li> <li>Pour l’extérieur des valises latérales TraX® EVO</li></ul><!--EB--> <b>Contenu:</b> <ul><li>Coin de protection en plastique, noir</li> <li>Joint collant d’étanchéité</li> <li>Matériel de montage</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10028;;TraX® Cordelette de maintien de couvercle;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. Revêtement PVC. 150 mm.;<b>Languette de maintien des charnières TraX® </b><ul><li>Avec 2 languettes</li><li>Protège les charnières lorsquelles sont en position ouverte, surtout si elles sont chargées</li><li>installation facile</li></ul><b>Inclus:</b><!--BL--><ul><li>2 languettes</li><li>Notice de montage</li></ul><!--EL--><b>Pour:</b><ul><li>uniquement pour<b> TraX® EVO</b>.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10029;;TraX® Table;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. Aluminium. Table pour TraX® L / M.;<b>Table TraX®</b> <ul><li>Pour un gain de place</li><li>Fixation rapide et simple dans la valise TraX® L/M </li><li>Installation facile</li><li> Couleur : gris </li></ul><b>Inclus:</b><!--BL--><ul><li>2 clips de fixation </li><li> Matériel de montage </li><li> Notice de montage </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10030;;TraX® Pieds de table;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. Aluminium. 2 pieds pour table TraX®.;<b>Pieds de table TraX®</b><ul><li> Utilisez la table TraX® avec une seule valise TraX® </li><li>Compacte et stable </li><li>Simple installation </li><li>Pieds ajustables </li><li>Couleur : gris</li></ul><b> Inclus:</b><!--BL--><ul><li>2 pieds</li><li> Matériel de montage </li><li>Notice de montage </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10031;;TraX® kit pour bouteille;;;;;;;;;;;;;;;;;;;;;;;;;;;Gourde couleur gris métal. 1 aluminium (0.6 L).;<b>Kit de gourde TraX®</b> <ul><li>Montage facile pour rester à portée de main</li><li> Fixation stable </li><li></li> Installation facile</li></ul><b> Inclus:</b><!--BL--><ul><li>1 plateau de fixation</li><li>1 gourde en aluminium</li> <li>2 sangles <li></li> Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Attention!</b><ul><li>Le support <b>ALK.00.165.30900/S</b> doit être commandé séparément.</li></ul></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10032;;TraX® kit pour bouteille;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. 2 gourdes aluminium (0.6 L).;<b>Kit de gourde TraX®</b><ul><li> Montage sécurisé</li><li> Installation facile</li></ul><b> Inclus:</b><!--BL--><ul> <li> 1 plateau de fixation</ li> <li>2 gourdes en aluminium </ li><li> 4 sangles </ li><li> Matériel de montage</ li><li> Notice de montage</ li> </ul><!--EL--><b>Attention!</b><ul> <li>Le support <b>ALK.00.165.30900/S</b> doit être commandé séparément.</li> </ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10033;;TraX® EVO/TRAX ADV Kit de fixation universelle;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. Aluminium. pour TraX® / TRAX.;<b>Support universel TraX®</b> <ul><li>Plateau de fixation pour valise TraX®</li><li>Base pour le kit gourde TraX® et le Kit jerricane TraX® </li><li>Couleur : gris</li></ul><b>Inclus:</b><!--BL--><ul><li>1 support </li><li>Matériel de montage</ li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10034;;TraX® Gourde;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal.;<b>Gourde SW- Motech</b><ul><li>Pour toujours avoir de leau</li><li>gris aluminium</li><li>Avec logo SW-Motech </li><li>Capacité: 0,6 litres</li></ul><b>Inclus:</b><!--BL--><ul><li>1 gourde 0,6 litres </li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li> A utiliser avec le support TraX® Kit <b>ALK.00.165.30700/S</b> et <b>ALK.00.165.30800/S</b></li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10035;;TraX® Kit jerricane;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Jerricane en plastique.;<b>Kit de jerricane TraX®</b> <ul><li>Montage facile pour rester à portée de main</li><li> Fixation stable </li><li></li> Installation facile</li></ul><b> Inclus:</b><!--BL--><ul><li>1 plateau de fixation</li><li>1 jerricane</li> <li>4 sangles <li></li> Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Attention!</b><ul><li>Le support <b>ALK.00.165.30900/S</b> doit être commandé séparément.</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10036;;TraX® Jerricane;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Jerricane en plastique;<b>Kit de jerricane TraX® Noir</b><ul><li>Montage facile pour rester à portée de main</li><li> Fixation stable </li><li></li> Installation facile</li></ul><b> Inclus:</b><!--BL--><ul><li>1 plateau de fixation</li><li>1 jerricane de 2 litre</li> <li>4 sangles <li></li> Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Attention!</b><ul><li>Le support <b>ALK.00.165.30900/S</b> doit être commandé séparément.</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10037;;TraX® Fixation murale;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. pour toutes les générations TraX®.;<b>Fixation murale pour valise SW-MOTECH TraX®</b><ul><li>Fixation murale pour les valises TraX®</b></li><li>Pour ranger en sécurité vos valises et gagner de la place</li><li>Montage universel</li><li>Finition soignée avec Logo gravé sur le support</li><li>Finition anodisée</li><li>Couleur: Noir</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10038;;TRAX ADVENTURE ALU-BOX L;;;;;;;;;;;;;;;;;;;;;;;;;;;45 L. Left. Black.;<p>The sturdy TRAX ADVENTURE aluminum touring case accepts any challenge - whether you take your motorcyle off road, through the sloping curves of a relaxed road cruise or for a short trip to the city. The lid is reinforced by lateral ribbings, while embossed pattern lines add to the stability of the welded case body, consisting of 1.5 millimeter strong aluminum. For optimum lean angle the side cases sport a large chamfer, corner caps made of glass-reinforced plastics offer additional protection.</br></br> The robot welded body easily withstands water and dust alike. In addition punch riveting the plastic elements to the case avoids perforation of the wall material, so that no weak spots for moisture ingress are created. Even rivets and screws have been designed to protect your luggage under all weather and driving conditions. The case lid can completely be removed, a quick-release fastener, easy-to-use latches and anodized carrying handles make luggage handling a real treat.</p> <b>Features</b> <!--BB--> <ul><li> Tough and waterproof motorcycle touring case</li> <li> Material: Powder coated aluminum with a wall strength of 1.5 mm</li> <li> Embossed designs, welded body and deep-drawn lid provide high stability</li> <li> Robot welding and punch riveting prevent moisture ingress</li> <li> Protected against corrosion and aluminum residue by powder coating</li> <li> Easy-to-clean surface</li> <li> Completely removable lid with quick-release fastener and restricting rope</li> <li> Four sturdy tie-down points, integrated into the lid corners</li> <li> Chamfer on outer case edge provides maximum ground clearance for cornering</li> <li> Corner protectors made of glass reinforced plastics</li> <li> Stainless steel latches</li> <li> Easy mounting on all QUICK-LOCK EVO carriers</li> <li> Adaptations available for different carrier systems</li> <li> 45 liters capacity</li> <li> Dimensions: approx. 49 x 28 x 37 cm </li> <li> Weight: approx. 5.5 kg</li></ul> <!--EB--> <b>Included</b> <!--BL--> <ul><li>TRAX ADVENTURE aluminum touring case, powder coated in black color</li> <li>Pre-installed mounting rail for left carrier side</li> <li>Lid restricting rope</li> <li>Convenient carrying bag</li> </ul> <!--EL-->  <b>Please note</b> <ul> <li>Separately sold side carrier and adapters needed for installation</li> <li>Locks not included in delivery</li> <li>Also available as a set of 2 side cases with carrier, adpaters and locks</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
