ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL-rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
85299;;Alpinestars Hose VALPARAISO 2 DS - Schwarz/Grau;;;;;;;;;;RPGASPM161061;;;;;;;;;;;;;;;;;Die Hose Valparaiso 2 ist äußerst strapazierfähig und mit einem vorgekrümmten Beinaufbau und Akkordeon-Einsatz am Knie für verbesserte Passform in der Fahrposition ausgestattet. Wasserdicht und atmungsaktiv dank der Alpinestars einzigartigen herausnehmbaren DRYSTAR® Membran ist diese Hose äußerst vielseitig und komfortabel, insbesondere wenn sie mit der Jacke Valparaiso oder andere Jacken der Alpinestars Touring-Palette verbindet wird.;<ul><li>Außenhaut aus Polyestergewebe mit verschiedenen Materialkombinationen für Strapazierfähigkeit mit abrieb- und reißfesten Verstärkungseinsätzen aus Ripstop und ballistischem Nylon an kritischen Aufprallbereichen.</li><li>Herausnehmbare wasserdichte und atmungsaktive DRYSTAR® Membran für langfristigen Wetterschutz.</li><li>Dank des herausnehmbaren Thermofutter kann diese Hose bei unterschiedlicher Witterung getragen werden.</li><li>Jet Ventilation System (JVS) weist Lufteinlassöffnungen an Oberschenkel auf und bietet Regulierung der inneren Luftführung für erhöhten Fahrkomfort auf kurzen und langen Strecken.</li><li>Herausnehmbarer zertifizierter Schutz an die Knie ist leicht atmungsaktiv und ergonomisch für erstklassigen Aufprallschutz.</li><li>Erweiterte Reflexdetails und -Logos für erhöhte Fahrersichtbarkeit.</li><li>Taillenweite-Verstellungsgurt für individuelle Passform und sicheren Verschluss.</li><li>Akkordeon-Einsatz aus ausdehnbarem Polyestergewebe an den Knie, ein Stretcheinsatz in Schrittpartie sowie vorgekrümmter Beinaufbau für verbesserte Passform, Bewegungsfreiheit und Komfort in der Fahrposition.</li><li>Wasserdichter Beinabschluss mit Reiß- und Klettverschluss halten die Elemente ab und passt zu den Alpinestars Stiefelmodellen.</li><li>Optimiert für den Einsatz mit der Jacke Valparaiso DRYSTAR® oder anderen Alpinestars Touring Jackenmodelle.</li><li>Auch in der Aufführung mit kurzer Beinlänge erhältlich.</li></ul>;;Alpinestars Hose VALPARAISO 2 DS - Schwarz/Grau Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85300;;Alpinestars Hose STELLA AST-1 WP - Schwarz;;;;;;;;;;RPGASPW14121;;;;;;;;;;;;;;;;;Die wasserdichte Stella AST-1 Hose wurde speziell für Frauen gefertigt und bietet der Fahrerin eine Kombination aus Funktionalität und Leistung. Die vorgeformte Beinkonstruktion und das Kniegelenk-Design sorgen für erhöhten Komfort und Mobilität, sowie zusätzlichen Schutz durch strategisch platzierte ballistische Nylon-Verstärkungen.;<ul><li>Schalenkonstruktion aus verschiedenen Geweben für die optimale Kombination aus Lebensdauer, Schutz und Gewicht.</li><li>Schutz gegen Wetterbedingungen durch eine integrierte 100% wasserdichte und atmungsaktive Membran.  </li><li>Vorgeformte Beine und eine gelenkartige Kniekonstruktion für eine verbesserte Bewegungsfreiheit beim Fahren.</li><li>Aufprallschutz durch herausnehmbare CE Knieprotektoren.</li><li>Ballistische Nylon-Verstärkungen an Oberschenkeln, Knien und im Gesäßbereich.</li><li>Integrierte stark reflektierende Kordeln verbessern die Sichtbarkeit bei schlechten Lichtverhältnissen.</li><li>Interne Hüftfächer sind mit ergonomisch verjüngtem PE-Schaum für Komfort und hervorragenden Fahrkomfort ausgekleidet.</li><li>Verstellbare Taille durch gesicherte Gleithakenverschluss.</li><li>Ein langer Reißverschlusszwickel am Stiefel sorgt für eine Abdichtung am Knöchel und ermöglicht leichtes An- und Ausziehen.</li><li>Externe, flache Aufbewahrungstasche.</li></ul>;;Alpinestars Hose STELLA AST-1 WP - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85301;;Alpinestars Hose AST-1 WP - Schwarz;;;;;;;;;;RPGASPW16101;;;;;;;;;;;;;;;;;Die von den Alpinestars Hosen AST Waterproof gebotene Mischung von Funktionalität und Leistung ermöglicht dem Fahrer, sich an den Fahrgenuss unabhängig von der Wetterbedingungen konzentrieren zu können. Der vorgeformte Beinaufbau und der vorgeformte Knieschnitt erhöhen Komfort und Bewegungsfreiheit, während strategisch platzierte ballistische Nylon-Verstärkungen zusätzlichen Schutz leisten.;"<ul><li>Die Poly-Schalenstruktur aus mehreren Stoffkombinationen ergibt die optimale Mischung von Strapazierfähigkeit, Schutz und Gewicht.</li><li>Eine eingebaute 100% wasserfeste und atmungsaktive Membran gewährleistet Wetterschutz.</li><li>Vorgekrümmter Bein- und vorgeformte Knie-Aufbau erhöht Bewegungsfreiheit beim Fahren.</li><li>Optimiert zum Einsatz mit der Jacke AST-1 Waterproof.</li><li>Erhältlich in der ""kurze"" Aufführung mit gekürzter (-2,5cm) Schrittlänge.</li><li>Aufprallschutz dank der abnehmbaren CE-zertifizierten Knieschoner.</li><li>Ballistische Nylon-Verstärkung an Oberschenkel, Knien und im Sitzbereich.</li><li>Eingebaute gut sichtbare Reflexdetails erhöhen Fahrer-Sichtbarkeit bei schlechten Lichtverhältnissen.</li><li>Innere Hüft-Fächer sind mit ergonomisch tailliertem PE Komfortschaum für überragenden Fahrkomfort ausgefüttert.</li><li>Verstellbare Taillenweite und sicherer Gleithakenverschluss für eine enganliegende maßgeschnittene Passform.</li><li>Verlängerter Stiefelzwickel mit Reißverschluss gewährleistet einen dichten Verschluss um das Fußgelenk und erleichtert An- und Ausziehen.</li><li>Äußere flache Aufbewahrungstasche.</li></ul>";;Alpinestars Hose AST-1 WP - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85302;;Alpinestars Jacke MISSION CONTROL - Schwarz;;;;;;;;;;RPGASSC15101;;;;;;;;;;;;;;;;; Alpinestars ist ein italienischer Hersteller, spezialisiert in Protektorenausstattung für Motorrad, Autorennen sowie mehreren Extremsportarten: M.T.B., BMX, Surfen, Wakeboard und sogar snow mobile.;<ul><li>REGULAR FIT </li><li>ZIP HOOD JACKE</li><li>wasserresistente Reißverschlüsse </li><li>WINDSTOPPER Vlies - POLY JERSEY verbunden VELUX </li><li>Material: 100% Polyester</li></ul>;;Alpinestars Jacke MISSION CONTROL - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85303;;Alpinestars TRACK PROTECTION VEST - Schwarz;;;;;;;;;;RPGASSR08101;;;;;;;;;;;;;;;;;Die Track Protection Vest ist eine fortschrittliche und unabhängige Protektorenweste, die einen optimalen Oberkörperschutz garantiert. Kann zum Erhöhen der Schutzstufe einer Jacke getragen werden.;<ul><li>Herausnehmbarer, integrierter Bionic Back Protector mit Zulassung (EN1621-2) Level 2, mit fortschrittlichem Schutzsystem dank der Alpinestars DFD (Dynamic Force Dispersion) Technologie in einem ergonomischen, anatomisch geformten und ultra leichten Design.</li><li>Aufprallschützende Bio-foam-Einsätze auf Brust für einen optimalen Schutz gegen Frontalaufprälle, dadurch geringere Gefahr von inneren Verletzungen bei einem Unfall.</li><li>Robuste und gut belüftete Struktur des technischen Strech-Netzstoffs.</li><li>Garantiert sicherer Verschluss durch den frontalen Semi Auto Lock YKK-Reißverschluss.</li><li>Material: 24%POLYPROPYLENE, 20%EVA, 20%POLYURETHANE, 15%POLYAMIDE, 9%POLYETHYLENE, 6%POLYESTER, 6%ANDERE</li></ul>;;Alpinestars TRACK PROTECTION VEST - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85304;;Alpinestars Nierengürtel TOURING KIDNEY BELT - Schwarz;;;;;;;;;;RPGASSR10102;;;;;;;;;;;;;;;;;Alpinestars hat sich zudem innerhalb der letzten 50 Jahre sehr ausgebreitet und ist überall präsent. Im Freestyle Motocross, World Superbike oder aber auch im Casual Wear Bereich mit tollen und immer wieder neuen Designs and Farben.;0;;Alpinestars Nierengürtel TOURING KIDNEY BELT - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85305;;Alpinestars NUCLEON KR-2I - Schwarz;;;;;;;;;;RPGASSR15101;;;;;;;;;;;;;;;;;Adventure Touring-Rückenprotektor - Textil und Polyurethan - mit EN 1621-2:2014, Stufe 2 Zertifizierung;<ul><li>Extrem leicht, flexibel und ergonomisch für eine optimierte anatomische Anpassung. Durch strategisch platzierte Löcher bietet der Protektor eine optimale Kühlung. Der Nucleon KR-2i Rückenprotektor ist schnell und bequem einzusetzten und passt perfekt in der neuesten Reihe von Alpinestars Lederkombis , Leder -und Textil-Jacken. Der Rückrenschutz wurde konzipiert um erstklassigen Schutz zu bieten.</li><li>Dieser neue Rückenschutz von Alpinestars ersetzt den alt bekannten Bio Armor.</li><li>Größe S: H.38 cm x L.25 cm</li><li>Größe M: H.42 cm x L.25 cm</li><li>Größe L: H.48 cm x L.26 cm</li></ul>;;Alpinestars NUCLEON KR-2I - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85306;;Alpinestars NUCLEON KR-1 - Schwarz/Weiss;;;;;;;;;;RPGASSR15121;;;;;;;;;;;;;;;;;"Alpinestars Nucleon KR-1 Rückenprotektor
Der Nucleon KR-1 ist ein extrem leichter Protektor, geeignet sowohl für den alltäglichen Straßengebrauch, als auch für das Leistungsfahren.";<ul><li>federleicht und atmungsaktiv</li><li>ergonomisch geschnitten für mehr Komfort</li><li>Hartschalen-Wirbelsäulenschutz und hoch energieabsorbierender viskoelastischer Memory-Schaum</li><li>geprüft nach EN 1621-2:2014, Level 2</li><li>leichte Außenschale (100% Polyurethan)</li><li>Komfortpolsterung (100% Polyurethan)</li><li>Innenfutter (100% Polyamid, 100% Polyester und 100% Elasthan)</li></ul>;;Alpinestars NUCLEON KR-1 - Schwarz/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85307;;Alpinestars NUCLEON KR-1I - Schwarz/Weiss;;;;;;;;;;RPGASSR15122;;;;;;;;;;;;;;;;;Sport- und Touring-Rückenprotektor - Textil und Polyurethan - mit EN 1621-2:2014, Stufe 2 Zertifizierung - Einheitsgrösse;0;;Alpinestars NUCLEON KR-1I - Schwarz/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85308;;Alpinestars NUCLEON KR-R - Schwarz/Weiss/Gelb;;;;;;;;;;RPGASSR151251;;;;;;;;;;;;;;;;;Dieser Protektor bietet ein ergonomisch profiliertes Rückenschicht-System durch einen Mehrstoffaufbau. Perfekt für die Strecke und den Rennsport-Einsatz!;<ul><li>leistungsstarke Kühlung</li><li>hohe Flexibilität und anatomische Gestaltung</li><li>Hybridschutz aus Hartschale und viskoelastischem Memory-Schaum</li><li>Taillenweiteverstellung für individuelle Passform</li><li>Schnappsystem zur Befestigung an Kombi oder Jacke</li><li>schmaler, belüfteter Nierengurt</li><li>geprüft nach EN 1621-2:2014, Level 2</li><li>leichte Außenschale (100% Polyurethan)</li><li>Komfortpolsterung (100% Polyurethan)</li><li>Innenfutter (100% Polyamid, 100% Polyester und 100% Elasthan)</li></ul>;;Alpinestars NUCLEON KR-R - Schwarz/Weiss/Gelb Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85309;;Alpinestars NUCLEON KR-2 - Schwarz/Rot;;;;;;;;;;RPGASSR15131;;;;;;;;;;;;;;;;;Der Nucleon KR-2 ist ein ultra-leichter hochwertiger Abenteuertouren-Rückenschutz mit integriertem Wirbelsäulenschutz für hervorragende Leistung und Komfort, insbesondere bei längeren Fahrten.;<ul><li>äußerst leicht und atmungsaktiv</li><li>ergonomisch geschnitten und flexibel</li><li>gegliederter Wirbelsäulenschutz und viskoelastischer Memory-Schaum</li><li>Taillenweiteverstellung für individuelle Passform</li><li>schmaler, belüfteter Nierengurt</li><li>geprüft nach EN 1621-2:2014, Level 2</li><li>leichte Außenschale (100% Polyurethan)</li><li>Komfortpolsterung (100% Polyurethan)</li><li>Innenfutter (100% Polyamid, 100% Polyester und 100% Elasthan)</li></ul>;;Alpinestars NUCLEON KR-2 - Schwarz/Rot Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85310;;Alpinestars TECH RACE UNDERSUIT - Schwarz;;;;;;;;;;RPGASSV08101;;;;;;;;;;;;;;;;;Racing-Unterkombination - Textil (Coldtack) - Flachnähte - belüftet;<ul><li>Eine echte zweite Haut</li><li>Langer Arm und kleiner Stehkragen</li><li>Die Körperfeuchtigkeit verdunstet nach außen</li><li>Weich, leicht und angenehmes Tragen</li><li>Ergonomisch flache Nähte</li><li>Material: 100 % Polyamid</li></ul>;;Alpinestars TECH RACE UNDERSUIT - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85311;;Alpinestars SUMMER TECH RACE TOP - Schwarz;;;;;;;;;;RPGASSV08104;;;;;;;;;;;;;;;;; Alpinestars ist ein italienischer Hersteller, spezialisiert in Protektorenausstattung für Motorrad, Autorennen sowie mehreren Extremsportarten: M.T.B., BMX, Surfen, Wakeboard und sogar snow mobile.;<ul><li>Sport- und Touring- Unterkombination (oberen Teil)</li><li>Textil (Coldtack)</li><li>Flachnähte</li><li>belüftet</li></ul>;;Alpinestars SUMMER TECH RACE TOP - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85312;;Alpinestars SUMMER TECH RACE BOTTOM - Schwarz;;;;;;;;;;RPGASSV08105;;;;;;;;;;;;;;;;; Alpinestars ist ein italienischer Hersteller, spezialisiert in Protektorenausstattung für Motorrad, Autorennen sowie mehreren Extremsportarten: M.T.B., BMX, Surfen, Wakeboard und sogar snow mobile.;<ul><li>Sport- und Touring- Unterkombination (unteren Teil)</li><li>Textil (Coldtack)</li><li>Flachnähte</li><li>belüftet</li></ul>;;Alpinestars SUMMER TECH RACE BOTTOM - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85313;;Alpinestars Jacke STELLA FRANCIE - Schwarz;;;;;;;;;;RPGASVL14102;;;;;;;;;;;;;;;;;Die  Stella  Francie  wurde  speziell  für  Frauen  gefertigt  und  ist  Teil  der  Rideout-Kollektion  von  Alpinestars.  Es  ist  eine  ausgezeichnete, wärmehaltende, isolierte Jacke, die erstklassigen Schutz sowie eine Menge Komfortfunktionen bietet. Diese vielseitige Jacke gehört in jede Winter-Garderobe. ;"<ul><li>Außenhaut  aus Diamond Rip-Stop für optimale thermische Isolierung, die eine optimale Wärme bietet, wobei sie leicht ist und die Bewegungsfreiheit nicht einschränkt.    </li><li>Abnehmbare zertifizierte Ellbogen- und Schulterprotektoren für herausragenden Schutz.</li><li>Gepolstertes Rückenfach für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Sturmhaube mit elastischer Einfassung, um die Kapuze bei windigen Bedingungen zu befestigen.</li><li>Einstellbare Innenverkleidung im Aligatorstil mit Druckknopfverschlüssen als Schutz gegen Wind und sicherem Sitz der Jacke an den Körper.    </li><li>Praktische Außentaschen mit Reißverschlüssen sowie Netzinnentaschen und wasserfest Innentasche für Brieftasche mit leicht zu findendem rotem Reißverschluss.</li><li>Frontaler Hauptreißverschluss mit RV-Garage, um den Reißverschluss zu sichern und Reizungen durch Hautkontakt zu verhindern.</li><li>Elastische Bündchenkanten mit Daumengriff, damit der Ärmel nicht verrutscht und  gegen Wind und Wetter geschützt ist.  </li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie Stoßdämpfungseinlage mit Verstellvorrichtung.  </li><li>Reflektierende Streifen verbessern die Sichtbarkeit der Kleidung.  </li><li>Druckknopf mit Schlaufen für die Befestigung an Alpinestars Hosen oder Jeans.</li><li>Material 100%POLYAMIDE; Futter: 100%POLYESTER</li></ul>";;Alpinestars Jacke STELLA FRANCIE - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85314;;Alpinestars Jacke MACK - Schwarz/Grau;;;;;;;;;;RPGASVL141491;;;;;;;;;;;;;;;;;Die extrem warme und schützende Mack-Jacke ist in verschiedenen kräftigen Farbvarianten erhältlich und hat eine Außenhaut aus moderner Mikrofaser mit Diamond Rip-Stop für Abriebfestigkeit und Langlebigkeit. Die Mack-Jacke ist Teil der innovativen Rideout- Kollektion von Alpinestars und bietet exzellente Isolierung, eine Sturmhaube und elastische Bündchenkanten mit Daumengriff . Sie ist ideal für Kurztrips im Herbst oder Winter.;<ul><li>Außenhaut  aus Diamond Rip-Stop für optimale thermische Isolierung, die eine optimale Wärme bietet, wobei sie leicht ist und die Bewegungsfreiheit nicht einschränkt.    </li><li>Abnehmbare zertifizierte Ellbogen- und Schulterprotektoren für herausragenden Schutz.</li><li>Gepolstertes Rückenfach für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Sturmhaube mit elastischer Einfassung, um die Kapuze bei windigen Bedingungen zu befestigen.</li><li>Einstellbare Innenverkleidung im Aligatorstil mit Druckknopfverschlüssen als Schutz gegen Wind und sicherem Sitz der Jacke an den Körper.    </li><li>Praktische Außentaschen mit Reißverschlüssen sowie Netzinnentaschen und wasserfest Innentasche für Brieftasche mit leicht zu findendem rotem Reißverschluss.</li><li>Frontaler Hauptreißverschluss mit RV-Garage, um den Reißverschluss zu sichern und Reizungen durch Hautkontakt zu verhindern.</li><li>Elastische Bündchenkanten mit Daumengriff, damit der Ärmel nicht verrutscht und  gegen Wind und Wetter geschützt ist.  </li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie Stoßdämpfungseinlage mit Verstellvorrichtung.  </li><li>Reflektierende Streifen verbessern die Sichtbarkeit der Kleidung.  </li><li>Druckknopf mit Schlaufen für die Befestigung an Alpinestars Hosen oder Jeans.</li><li>Material 100% Polyester</li><li></li></ul>;;Alpinestars Jacke MACK - Schwarz/Grau Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85315;;Alpinestars Jacke LANCE 3L - Rot;;;;;;;;;;RPGASVL143411;;;;;;;;;;;;;;;;;Die  Lance  3  Layer  Jacke  ist  Teil  der  innovativen  Rideout-Kollektion  von  Alpinestars,  die  funktionelle  Outdoor  Kleidung  mit  Motorrad Performance-Technologie kombiniert. Die Lance 3 Layer Outdoor-Jacke bietet erstklassigen Fahrerschutz mit integrierten Taschen für Wetterschutz und Komfortfunktionen und ist damit ideal für alle, die der Stadt auf dem Motorrad entfliehen wollen;<ul><li>Technisches dreilagiges Hauptmaterial aus einer wasserfesten Außenhaut nd einer wasserdichten und atmungsaktiven Membran, die miteinander verbunden sind, um Masse zu reduzieren und die Haltbarkeit zu verbessern. Alle Nähte sind für eine garantierte Wetterfestigkeit abgedichtet.</li><li>Wasserdichte Reißverschlüsse mit Reißverschluss-Kopplung und PU-Stegen, die dicht hinter dem Schieber schließen, um Schutz gegen Wind und Wetter zu bieten.   </li><li>Jacke mit abnehmbarem 130g Thermofutter mit bequemer wasserdichter Dokumententasche, die auch unabhängig getragen werden kann.  </li><li>Das Mesh-Futter mit Schulter- und Ellbogenprotektoren ist abnehmbar, sodass die Jacke bei unterschiedlichsten Wetterbedingungen getragen werden kann.</li><li>Gepolsterte Brust- und Rückenfächer auf technischem Netzgewebe für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Vorgeformte Ärmelkonstruktion mit Velcro® Volumenregelsystem.</li><li>Große, strategisch positionierte Unterarmbelüftung mit Reißverschluss reguliert die Körpertemperatur</li><li>Sicherer Velcro®-Klettverschluss, um zu verhindern dass Wind und Wasser eindringen.  </li><li>Die verstellbare Kapuze kann mit dem Velcro®-Verschluss während der Fahrt gesichert werden. Die Kapuze hat ein integriertes Kopfband, damit die Motorhaube bei windigen Bedingungen nicht verrutscht.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie einstellbare Stoßdämpfungseinlage mit Verstellvorrichtung.  </li><li>Praktische Außentaschen, Netzinnenfächer, plus Innentasche für Brieftasche.</li><li>Reflektierende Streifen verbessern die Sichtbarkeit.  </li><li>Erweitertes Rückseitenprofil für mehr Komfort.</li></ul>;;Alpinestars Jacke LANCE 3L - Rot Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85316;;Alpinestars Jacke DUSK 3L - Dunkelblau;;;;;;;;;;RPGASVL143911;;;;;;;;;;;;;;;;; Alpinestars ist ein italienischer Hersteller, spezialisiert in Protektorenausstattung für Motorrad, Autorennen sowie mehreren Extremsportarten: M.T.B., BMX, Surfen, Wakeboard und sogar snow mobile.;0;;Alpinestars Jacke DUSK 3L - Dunkelblau Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85317;;Alpinestars Jacke LANCE 3L - Blau;;;;;;;;;;RPGASVL147411;;;;;;;;;;;;;;;;;Die  Lance  3  Layer  Jacke  ist  Teil  der  innovativen  Rideout-Kollektion  von  Alpinestars,  die  funktionelle  Outdoor  Kleidung  mit  Motorrad Performance-Technologie kombiniert. Die Lance 3 Layer Outdoor-Jacke bietet erstklassigen Fahrerschutz mit integrierten Taschen für Wetterschutz und Komfortfunktionen und ist damit ideal für alle, die der Stadt auf dem Motorrad entfliehen wollen;<ul><li>Technisches dreilagiges Hauptmaterial aus einer wasserfesten Außenhaut nd einer wasserdichten und atmungsaktiven Membran, die miteinander verbunden sind, um Masse zu reduzieren und die Haltbarkeit zu verbessern. Alle Nähte sind für eine garantierte Wetterfestigkeit abgedichtet.</li><li>Wasserdichte Reißverschlüsse mit Reißverschluss-Kopplung und PU-Stegen, die dicht hinter dem Schieber schließen, um Schutz gegen Wind und Wetter zu bieten.   </li><li>Jacke mit abnehmbarem 130g Thermofutter mit bequemer wasserdichter Dokumententasche, die auch unabhängig getragen werden kann.  </li><li>Das Mesh-Futter mit Schulter- und Ellbogenprotektoren ist abnehmbar, sodass die Jacke bei unterschiedlichsten Wetterbedingungen getragen werden kann.</li><li>Gepolsterte Brust- und Rückenfächer auf technischem Netzgewebe für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Vorgeformte Ärmelkonstruktion mit Velcro® Volumenregelsystem.</li><li>Große, strategisch positionierte Unterarmbelüftung mit Reißverschluss reguliert die Körpertemperatur</li><li>Sicherer Velcro®-Klettverschluss, um zu verhindern dass Wind und Wasser eindringen.  </li><li>Die verstellbare Kapuze kann mit dem Velcro®-Verschluss während der Fahrt gesichert werden. Die Kapuze hat ein integriertes Kopfband, damit die Motorhaube bei windigen Bedingungen nicht verrutscht.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie einstellbare Stoßdämpfungseinlage mit Verstellvorrichtung.  </li><li>Praktische Außentaschen, Netzinnenfächer, plus Innentasche für Brieftasche.</li><li>Reflektierende Streifen verbessern die Sichtbarkeit.  </li><li>Erweitertes Rückseitenprofil für mehr Komfort.</li></ul>;;Alpinestars Jacke LANCE 3L - Blau Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
