ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock; 
85100;;REV'IT Jacke Sand 3 - Silber-Anthrazit;;;;;;;;;;FJT228-4130;;;;;;;;;;;;;;;;;Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken;"Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken. Ihr praktischer Wert ist unvergleichlich. Ihr unverwüstliches Äußeres fertigen wir aus Polyester-Ripstop und PWR | shell, das macht sie bereit für jedes Abenteuer. Von außen nach innen finden Sie die atmungsaktive und entnehmbare hydratex® Membran, die für absolute Wasserdichtheit steht. Es folgt das herausnehmbare Thermofutter, mit der die Sand 3 niedrigen Temperaturen widersteht. Nahtlos integrierte Panels unter den Achseln sichern Ihnen unübertreffliche Bewegungsfreiheit, essenziell bei Ihren Abenteuertouren durch unwegsames Gelände. Bei der Entwicklung der Jacke haben wir natürlich bedacht, welchen extremen Herausforderungen sie gewachsen sein muss, und haben sie deshalb vorbereitet für die Aufnahme einer Nackenstütze von Leatt oder Moveo, für die Challenger Kühlweste und für unsere Connector HV Neon-Reflexweste. Eine Vielzahl an Einstellmöglichkeiten inklusive Kordelzügen an der Hüfte erlauben die Einstellung der Passform an Ihren Körper und Ihr Vorhaben. Unsere preisgekrönten SEEFLEX™ CE-Level 2 Protektoren sind serienmäßig, die Nachrüstoption für einen SEESOFT™ CE-Level 2 Rückenprotektor ebenfalls. Ohne Thermofutter und Membran eröffnet die Sand 3 eine ungeahnte Belüftung für Arme und Körper, die sich noch weiter steigert durch einen Einstellriemen an der Taille, der ebenfalls Fahrtwind hereinlassen kann. Mit viel Stauraum und der Möglichkeit, eine Actioncam auf der Schulter zu befestigen, öffnet die Sand 3 die Tür zu Ihrem nächsten Abenteuer, ob auf oder abseits der Straße. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester-Ripstop;PWR | shell 500D;polyester 600D;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® I 3L herausnehmbar</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;SEESOFT™ CE-Level 2 Rückenprotektor-Einsatz – Typ RV</li><";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85101;;REV'IT Jacke Sand 3 - Sand-Schwarz;;;;;;;;;;FJT228-5220;;;;;;;;;;;;;;;;;Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken;"Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken. Ihr praktischer Wert ist unvergleichlich. Ihr unverwüstliches Äußeres fertigen wir aus Polyester-Ripstop und PWR | shell, das macht sie bereit für jedes Abenteuer. Von außen nach innen finden Sie die atmungsaktive und entnehmbare hydratex® Membran, die für absolute Wasserdichtheit steht. Es folgt das herausnehmbare Thermofutter, mit der die Sand 3 niedrigen Temperaturen widersteht. Nahtlos integrierte Panels unter den Achseln sichern Ihnen unübertreffliche Bewegungsfreiheit, essenziell bei Ihren Abenteuertouren durch unwegsames Gelände. Bei der Entwicklung der Jacke haben wir natürlich bedacht, welchen extremen Herausforderungen sie gewachsen sein muss, und haben sie deshalb vorbereitet für die Aufnahme einer Nackenstütze von Leatt oder Moveo, für die Challenger Kühlweste und für unsere Connector HV Neon-Reflexweste. Eine Vielzahl an Einstellmöglichkeiten inklusive Kordelzügen an der Hüfte erlauben die Einstellung der Passform an Ihren Körper und Ihr Vorhaben. Unsere preisgekrönten SEEFLEX™ CE-Level 2 Protektoren sind serienmäßig, die Nachrüstoption für einen SEESOFT™ CE-Level 2 Rückenprotektor ebenfalls. Ohne Thermofutter und Membran eröffnet die Sand 3 eine ungeahnte Belüftung für Arme und Körper, die sich noch weiter steigert durch einen Einstellriemen an der Taille, der ebenfalls Fahrtwind hereinlassen kann. Mit viel Stauraum und der Möglichkeit, eine Actioncam auf der Schulter zu befestigen, öffnet die Sand 3 die Tür zu Ihrem nächsten Abenteuer, ob auf oder abseits der Straße. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester-Ripstop;PWR | shell 500D;polyester 600D;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® I 3L herausnehmbar</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;SEESOFT™ CE-Level 2 Rückenprotektor-Einsatz – Typ RV</li><";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85102;;REV'IT Jacke Sand Urban - Schwarz;;;;;;;;;;FJT229-0010;;;;;;;;;;;;;;;;;Wenn Ihnen der Großstadtdschungel näher steht als der echte Dschungel, dann führt für Sie kein Weg an der Sand Urban vorbei;"Wenn Ihnen der Großstadtdschungel näher steht als der echte Dschungel, dann führt für Sie kein Weg an der Sand Urban vorbei. Sie vermittelt die gleiche Funktionalität wie die Sand 3 Abenteuerjacke, gewürzt mit einem kräftigen Schuss Urbanität. Das Polycotton 2L im Wax-Cotton-Look erinnert an die Frühzeit des Motorradfahrens. Doch in puncto Funktionalität ist die Sand Urban ganz im Hier und Jetzt verhaftet. So kommt in sturzgefährdeten Bereichen kräftiges Polyester-Oxford zum Einsatz, SEEFLEX™ CE-Level 2 Protektoren an Armen und Schultern gibt es serienmäßig. Dazu gesellen sich die atmungsaktive, unbedingt wasserdichte hydratex® Membran und ein behagliches Thermofutter. Vielfältige Einstellmöglichkeiten gestatten es Ihnen, den Sitz der Jacke zu optimieren, wenn sich beispielsweise die Konfiguration durch Entnahme oder Einfügen von Membran und/oder Thermofutter ändert. So sind Tragekomfort und Sicherheit unter allen Umständen gewährleistet. Ohne Membran und Thermofutter genießen Sie in der Sand Urban eine bemerkenswerte Ventilation an Oberkörper und Armen, verursacht durch groß dimensionierte VCS Belüftungsreißverschlüsse. Zwecks noch mehr Abkühlung ist die Jacke für die Challenger Kühlweste vorbereitet. Weitere Ausstattungsoptionen für aktive und passive Sicherheit bilden die Connector HV Neon-Reflexweste und der SEESOFT™ CE-Level 2 Rückenprotektor. Durch gleich zwei Kurzreißverschlüsse verbinden Sie die Jacke mit jeder REV’IT! Hose oder mit einer Jeans, dann mit Hilfe des Safeway Gürtels. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Polycotton 2L;Polyester-Oxford;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® I 3L herausnehmbar</li></ul><br><strong>Schutz:</strong><ul><li>SEESMART™ CE-Level 1 protektoren;vorbereitet für den SEESOFT™ CE-Level 2 Rückenprotektor – Typ RV</li></ul><br><strong>Sichtbar";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85103;;REV'IT Jacke Sand Urban - D.Grün;;;;;;;;;;FJT229-0810;;;;;;;;;;;;;;;;;Wenn Ihnen der Großstadtdschungel näher steht als der echte Dschungel, dann führt für Sie kein Weg an der Sand Urban vorbei;"Wenn Ihnen der Großstadtdschungel näher steht als der echte Dschungel, dann führt für Sie kein Weg an der Sand Urban vorbei. Sie vermittelt die gleiche Funktionalität wie die Sand 3 Abenteuerjacke, gewürzt mit einem kräftigen Schuss Urbanität. Das Polycotton 2L im Wax-Cotton-Look erinnert an die Frühzeit des Motorradfahrens. Doch in puncto Funktionalität ist die Sand Urban ganz im Hier und Jetzt verhaftet. So kommt in sturzgefährdeten Bereichen kräftiges Polyester-Oxford zum Einsatz, SEEFLEX™ CE-Level 2 Protektoren an Armen und Schultern gibt es serienmäßig. Dazu gesellen sich die atmungsaktive, unbedingt wasserdichte hydratex® Membran und ein behagliches Thermofutter. Vielfältige Einstellmöglichkeiten gestatten es Ihnen, den Sitz der Jacke zu optimieren, wenn sich beispielsweise die Konfiguration durch Entnahme oder Einfügen von Membran und/oder Thermofutter ändert. So sind Tragekomfort und Sicherheit unter allen Umständen gewährleistet. Ohne Membran und Thermofutter genießen Sie in der Sand Urban eine bemerkenswerte Ventilation an Oberkörper und Armen, verursacht durch groß dimensionierte VCS Belüftungsreißverschlüsse. Zwecks noch mehr Abkühlung ist die Jacke für die Challenger Kühlweste vorbereitet. Weitere Ausstattungsoptionen für aktive und passive Sicherheit bilden die Connector HV Neon-Reflexweste und der SEESOFT™ CE-Level 2 Rückenprotektor. Durch gleich zwei Kurzreißverschlüsse verbinden Sie die Jacke mit jeder REV’IT! Hose oder mit einer Jeans, dann mit Hilfe des Safeway Gürtels. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Polycotton 2L;Polyester-Oxford;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® I 3L herausnehmbar</li></ul><br><strong>Schutz:</strong><ul><li>SEESMART™ CE-Level 1 protektoren;vorbereitet für den SEESOFT™ CE-Level 2 Rückenprotektor – Typ RV</li></ul><br><strong>Sichtbar";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85104;;REV'IT Jacke Vigor - Schwarz;;;;;;;;;;FJT230-0010;;;;;;;;;;;;;;;;;Durch die Verbindung von Mesh und 3D Air Mesh-Gewebe hält die Vigor Jacke Sie selbst an heißesten Tagen kühl;"Durch die Verbindung von Mesh und 3D Air Mesh-Gewebe hält die Vigor Jacke Sie selbst an heißesten Tagen kühl. Die Ärmel tragen außen abriebfestes Polyester, die übrige Jacke bietet maximale Belüftung dank der großflächigen Verwendung von Mesh. Besonders wirksam ist das 3D Air Mesh auf den Schultern. Hier ist die Jacke dem Fahrtwind am stärksten ausgesetzt, von hier aus verteilt das 3D Air Mesh frische Luft in der ganzen Jacke. Zur Serienausstattung zählen CE-genormte Gelenkprotektoren, unser optionaler SEESOFT™ CE-Level 2 Rückenprotektor steigert das Schutzniveau. Dank diverser Einstellmöglichkeiten und der doppelten Jeansschlaufe variieren Sie die Passform und verbinden die Jacke mit Ihrer Hose. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>3D air Mesh;mesh;polyester 600D<br><strong>Isolierung:</strong";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85105;;REV'IT Jacke Vigor Damen - Schwarz;;;;;;;;;;FJT231-0010;;;;;;;;;;;;;;;;;Es mag noch so heiß sein, in der Vigor Ladies Jacke bleibt frau kühl;"Es mag noch so heiß sein, in der Vigor Ladies Jacke bleibt frau kühl. Eine intelligente Materialauswahl macht praktisch das ganze Teil luftdurchlässig. Der hintere Teil der Ärmel besteht aus starkem, abriebfestem Polyester, Front und Rücken der Jacke aus winddurchlässigem Mesh. Besonders clever ist der Einsatz von 3D Air Mesh auf den Schultern. Der hier am stärksten auftreffende Fahrtwind wird von dem Gewebe über Ihren ganzen Oberkörper verteilt. CE-konforme Protektoren an Schulter und Ellbogen sorgen in der feminin geschnittenen Vigor für Ihre Sicherheit, die ist steigerungsfähig durch den optionalen SEESOFT™ CE-Level 2 Rückenprotektor. Dank diverser Einstellmöglichkeiten und der doppelten Jeansschlaufe können Sie die Passform variieren und die Jacke mit einer Hose verbinden. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>3D air Mesh;mesh;polyester 600D<br><strong>I";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85106;;REV'IT Einteilige Lederkombi Venom - Schwarz-Weiß;;;;;;;;;;FOL024-1600;;;;;;;;;;;;;;;;;Venom ist eine unkomplizierte Lederkombi mit originaler REV’IT! DNS für einen Fahrer, der nicht unbedingt Top-Rennstreckenmaterial benötigen;"Venom ist eine unkomplizierte Lederkombi mit originaler REV’IT! DNS für einen Fahrer, der nicht unbedingt Top-Rennstreckenmaterial benötigen. Die einteilige Lederkombi besteht aus hoch abriebfestem Monaco Performance Rindleder und besitzt CE-konforme Protektoren an Schulter, Ellbogen, Hüfte und Knien. Klug positionierte PWR | shell Stretch-Panels geben Ihnen Bewegungsfreiheit auf dem Motorrad, einstellbare Protektoren erlauben eine individuelle Anpassung nach Ihren Wünschen. Dank des teilperforierten Leders, des herausnehmbaren Mesh-Futters und des VCD | Speed-Höckers bleibt Sie auch bei steigenden Temperaturen im Wohlfühlbereich.
Größen 44-56<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Monaco Performance Rindleder;PWR | shell 500D Stretch<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li></li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li></li></ul><br><strong>Schutz:</strong><ul><li>dual-comp Knieschleifer Typ A;Betac® CE-Prot";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85107;;REV'IT Einteilige Lederkombi Venom - Schwarz-Weiß-Rot;;;;;;;;;;FOL024-1620;;;;;;;;;;;;;;;;;Venom ist eine unkomplizierte Lederkombi mit originaler REV’IT! DNS für einen Fahrer, der nicht unbedingt Top-Rennstreckenmaterial benötigen;"Venom ist eine unkomplizierte Lederkombi mit originaler REV’IT! DNS für einen Fahrer, der nicht unbedingt Top-Rennstreckenmaterial benötigen. Die einteilige Lederkombi besteht aus hoch abriebfestem Monaco Performance Rindleder und besitzt CE-konforme Protektoren an Schulter, Ellbogen, Hüfte und Knien. Klug positionierte PWR | shell Stretch-Panels geben Ihnen Bewegungsfreiheit auf dem Motorrad, einstellbare Protektoren erlauben eine individuelle Anpassung nach Ihren Wünschen. Dank des teilperforierten Leders, des herausnehmbaren Mesh-Futters und des VCD | Speed-Höckers bleibt Sie auch bei steigenden Temperaturen im Wohlfühlbereich.
Größen 44-56<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Monaco Performance Rindleder;PWR | shell 500D Stretch<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li></li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li></li></ul><br><strong>Schutz:</strong><ul><li>dual-comp Knieschleifer Typ A;Betac® CE-Prot";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85108;;REV'IT Einteilige Lederkombi Spitfire - Schwarz-Weiß;;;;;;;;;;FOL025-1600;;;;;;;;;;;;;;;;;Eine ganz neue Prägetechnik verleiht der Spitfire Einteiler-Kombi ein bisher unbekanntes Aussehen und Griffgefühl;"Eine ganz neue Prägetechnik verleiht der Spitfire Einteiler-Kombi ein bisher unbekanntes Aussehen und Griffgefühl. Die geprägten Monaco Rindleder-Panels harmonieren perfekt mit dem matt bearbeiteten Monaco Performance Rindleder und verleihen dieser Lederkombi – und Ihnen – einen unverwechselbaren Auftritt. CE-geprüfte Gelenkprotektoren inklusive SEESMART™ Hüftprotektoren zählen zur Serienausstattung, gleiches gilt für die Zwei-Komponenten-Schleifer an Schulter, Ellbogen und Knien. Lageverstellbare Protektoren an Schulter und Knien gestatten einen auf Sie zugeschnittenen Sitz, passend zu Ihrer Körperform, Komfortanspruch und Sitzhaltung. Dank des Feedbacks unserer MotoGP-Fahrer haben wir die Lage der PWR | Kevlar Panels optimiert, damit Sie maximale Bewegungsfreiheit erhalten. Eine Teilperforierung des Leders, ein herausnehmbares Mesh-Futter und ein AeroCool 3D Mesh-Gewebe am Rücken halten Sie cool bei der Jagd nach Ihrer persönlichen Bestzeit.Größen 44-56<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Monaco Performance Rindleder;PWR | Kevlar Stretch;Neopren;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li></li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li></li></ul><br><strong>Schutz:</strong><ul><li>dual-comp Protektor;dual-comp Knieschleifer Typ A;Betac® CE-Protektoren;einstellbare Betac® CE-Knieprotekto";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85109;;REV'IT Einteilige Lederkombi Spitfire - Weiß-Rot;;;;;;;;;;FOL025-3200;;;;;;;;;;;;;;;;;Eine ganz neue Prägetechnik verleiht der Spitfire Einteiler-Kombi ein bisher unbekanntes Aussehen und Griffgefühl;"Eine ganz neue Prägetechnik verleiht der Spitfire Einteiler-Kombi ein bisher unbekanntes Aussehen und Griffgefühl. Die geprägten Monaco Rindleder-Panels harmonieren perfekt mit dem matt bearbeiteten Monaco Performance Rindleder und verleihen dieser Lederkombi – und Ihnen – einen unverwechselbaren Auftritt. CE-geprüfte Gelenkprotektoren inklusive SEESMART™ Hüftprotektoren zählen zur Serienausstattung, gleiches gilt für die Zwei-Komponenten-Schleifer an Schulter, Ellbogen und Knien. Lageverstellbare Protektoren an Schulter und Knien gestatten einen auf Sie zugeschnittenen Sitz, passend zu Ihrer Körperform, Komfortanspruch und Sitzhaltung. Dank des Feedbacks unserer MotoGP-Fahrer haben wir die Lage der PWR | Kevlar Panels optimiert, damit Sie maximale Bewegungsfreiheit erhalten. Eine Teilperforierung des Leders, ein herausnehmbares Mesh-Futter und ein AeroCool 3D Mesh-Gewebe am Rücken halten Sie cool bei der Jagd nach Ihrer persönlichen Bestzeit.Größen 44-56<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Monaco Performance Rindleder;PWR | Kevlar Stretch;Neopren;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li></li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li></li></ul><br><strong>Schutz:</strong><ul><li>dual-comp Protektor;dual-comp Knieschleifer Typ A;Betac® CE-Protektoren;einstellbare Betac® CE-Knieprotekto";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85110;;REV'IT Einteilige Lederkombi Spitfire - Silber-Neon Gelb;;;;;;;;;;FOL025-4120;;;;;;;;;;;;;;;;;Eine ganz neue Prägetechnik verleiht der Spitfire Einteiler-Kombi ein bisher unbekanntes Aussehen und Griffgefühl;"Eine ganz neue Prägetechnik verleiht der Spitfire Einteiler-Kombi ein bisher unbekanntes Aussehen und Griffgefühl. Die geprägten Monaco Rindleder-Panels harmonieren perfekt mit dem matt bearbeiteten Monaco Performance Rindleder und verleihen dieser Lederkombi – und Ihnen – einen unverwechselbaren Auftritt. CE-geprüfte Gelenkprotektoren inklusive SEESMART™ Hüftprotektoren zählen zur Serienausstattung, gleiches gilt für die Zwei-Komponenten-Schleifer an Schulter, Ellbogen und Knien. Lageverstellbare Protektoren an Schulter und Knien gestatten einen auf Sie zugeschnittenen Sitz, passend zu Ihrer Körperform, Komfortanspruch und Sitzhaltung. Dank des Feedbacks unserer MotoGP-Fahrer haben wir die Lage der PWR | Kevlar Panels optimiert, damit Sie maximale Bewegungsfreiheit erhalten. Eine Teilperforierung des Leders, ein herausnehmbares Mesh-Futter und ein AeroCool 3D Mesh-Gewebe am Rücken halten Sie cool bei der Jagd nach Ihrer persönlichen Bestzeit.Größen 44-56<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Monaco Performance Rindleder;PWR | Kevlar Stretch;Neopren;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li></li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li></li></ul><br><strong>Schutz:</strong><ul><li>dual-comp Protektor;dual-comp Knieschleifer Typ A;Betac® CE-Protektoren;einstellbare Betac® CE-Knieprotekto";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85111;;REV'IT Hose Outback - Schwarz Standard;;;;;;;;;;FPT079-0011;;;;;;;;;;;;;;;;;Die ideale Ergänzung unserer Outback 2 Jacke ist die Outback Hose, doch passt sie natürlich auch bestens an viele andere REV’IT! Hosen dank kurzem Verbindungsreißverschluss;"Die ideale Ergänzung unserer Outback 2 Jacke ist die Outback Hose, doch passt sie natürlich auch bestens an viele andere REV’IT! Hosen dank kurzem Verbindungsreißverschluss. Diese Drei-Lagen-Hose beinhaltet eine abriebfeste Außenhülle mit CE-genormten Knie- und Hüftprotektoren, große Taschen, eine hydratex® Membran und ein Thermofutter, beides herausnehmbar. Öffnen Sie die VCS Reißverschlüsse an den Oberschenkeln und der Fahrtwind kühlt Sie ab, der YKK Reißverschluss an der Front sorgt für Tragekomfort, und dank des Grip-Panels auf dem Gesäß gehören Rutschpartien auf Ihrer Sitzbank der Vergangenheit an. Größen S-XZL standard, M-XYL kurz, M-XXL lang<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib;PWR | shell 1600D Heavy Oxford;sure Grip;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><l";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85112;;REV'IT Hose Outback Damen - Schwarz Standard;;;;;;;;;;FPT080-0011;;;;;;;;;;;;;;;;;Die ideale Ergänzung unserer Outback 2 Ladies Jacke ist die Outback Ladies Hose, doch passt sie natürlich auch bestens an viele andere REV’IT! Hosen dank kurzem Verbindungsreißverschluss;"Die ideale Ergänzung unserer Outback 2 Ladies Jacke ist die Outback Ladies Hose, doch passt sie natürlich auch bestens an viele andere REV’IT! Hosen dank kurzem Verbindungsreißverschluss. Diese Drei-Lagen-Hose beinhaltet eine abriebfeste Außenhülle mit CE-genormten Knie- und Hüftprotektoren, große Taschen, eine hydratex® Membran und ein Thermofutter, beides herausnehmbar. Öffnen Sie die VCS Reißverschlüsse an den Oberschenkeln und der Fahrtwind kühlt Sie ab, der YKK Reißverschluss an der Front sorgt für Tragekomfort und das Grip-Panel auf dem Gesäß macht Schluss mit Rutschpartien auf der Sitzbank. Größen 34-46 standard, 38-42 kurz, 36-40 lang<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib;PWR | shell 1600D Heavy Oxford;sure Grip;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85113;;REV'IT Hose Horizon 2 - Schwarz Standard;;;;;;;;;;FPT081-0011;;;;;;;;;;;;;;;;;In Verbindung mit der Horizon 2 Jacke erhalten Sie mit der gleichnamigen Hose einen komplett beschichteten und deshalb wasserdichten Anzug;"In Verbindung mit der Horizon 2 Jacke erhalten Sie mit der gleichnamigen Hose einen komplett beschichteten und deshalb wasserdichten Anzug. Durch das Laminieren unserer hydratex® Membran auf das PWR | shell Außenmaterial entsteht eine 100% wasserdichte Hose, die so gut wie keine Nässe aufnimmt. Grip-Panels am Gesäß verhindern, dass Sie beim Bremsen und Beschleunigen auf der Sitzbank vor- und zurückrutschen, der verriegelbare Frontreißverschluss von YKK sorgt für Bequemlichkeit am Bund. SEEFLEX™ CE-Level 2 Knieprotektoren gibt es serienmäßig, gleiches gilt für die extrem dünnen und doch CE-geprüften SEESMART™ Hüftprotektoren. Wie die Jacke haben wir die Horizon 2 Hose mit dem VCS | Aquadefence System versehen. Die großformatigen Belüftungsöffnungen werden durch das Fidlock® Magnetverschlusssystem während der Fahrt auf- und zugemacht. Geöffnet strömt kühlender Fahrtwind durch das Mesh-Gewebe direkt auf Ihre Beine. Kleinkram bringen Sie in zwei Taschen unter, das herausnehmbare Thermofutter erweitert das Einsatzgebiet der Hose auch auf niedrige Außentemperaturen. Größen S-XZL standard, M-XYL kurz, M-XXL lang<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>PWR | shell 500D Stretch 2L;PWR | shell 1000D 2L;PWR | shell 500D Stretch;sure Grip;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® | lite</li></ul><br><strong>S";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
