ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10135;;QUICK-LOCK Tankrucksack ION three;288;129.00;;;;;;;;D9390-372-03;D9390-372-03;SW-MOTECH;SW-MOTECH;4052572023778;;;;;;1,3000;1;;;;;600D MBD Polyester. Schwarz. 15 l - 22 l.;;<b>QUICK-LOCK Tankrucksack ION three</b><br><br>Der <b>ION three</b> vereinbart die Vorzüge von großzügigem Stauraum und optimaler Passgenauigkeit auf leicht gewölbten Tankformen.<br>In Sekundenschnelle lässt sich der <b>ION three</b> dank <b>QUICK-LOCK Funktion</b> auf dem Tank arretieren und auch wieder abnehmen.<br>Langen und ausgiebigen Touren steht mit dem <b>ION three</b> also nichts mehr im Weg.<br><br><b>Weitere Details:</b><ul><li>Maße: L 38 cm, B 33 cm, H 19 cm</li><li>Volumen: 15 - 22 l</li><li>Material: 600D MBD Polyester</li><li>Stabile EVA Basis</li><li>Integriertes Kartenfach</li><li>Abgetrennte Netzfächer im Innenbereich</li><li>1 Kabeldurchlass</li><li>Volumenerweiterung</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff</li><li>Passend für QUICK-LOCK Tankring.</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>QUICK-LOCK Oberring</li><li>Regenhaube</li><li>Tragegurt</li></ul><!--EL--><b>Achtung!</b><br>Bitte beachten Sie, dass ein QUICK-LOCK Tankring für die Verwendung dieser Tasche notwendig ist und <b>separat bestellt werden muss.</b>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_203_10000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_203_10000_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_203_10000_b_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10136;;Riemen-Tankrucksack ION four;288;105.00;;;;;;;;D9390-373-03;D9390-373-03;SW-MOTECH;SW-MOTECH;4052572023785;;;;;;1,0000;1;;;;;600D MBD Polyester. Schwarz. 13 l - 22 l.;;<b>Riemen-Tankrucksack ION four</b><br><br>Enduro-Motorräder mit abfallenden Tanks sind gewollter Wirkungskreis für den <b>ION four</b>.<br><br>Eine umlaufende Reißverschluss-Befestigung zwischen Basisplatte und Tankrucksack und die Gurtbefestigung der Basisplatte durch Schlaufengurte am Motorrad sichern den <b>ION four</b> besonders schnell und effektiv.<br><br><b>Weitere Details:</b><ul><li>Maße: L 36 cm, B 33 cm, H 23 cm</li><li>Volumen: 13 - 22 l</li><li>Material: 600D MBD Polyester</li><li>Stabile EVA Basis</li><li>Solide Riemen-Funktion</li><li>Integriertes Kartenfach</li><li>Abgetrennte Netzfächer im Innenbereich</li><li>1 Kabeldurchlass</li><li>Volumenerweiterung</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>Wasserdichte Innentasche</li><li>Befestigungsgurte</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_204_10000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_204_10000_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_204_10000_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_204_10000_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10137;;Hecktasche Drybag 350;288;72.00;;;;;;;;D9390-045-03;D9390-045-03;SW-MOTECH;SW-MOTECH;4052572025826;;;;;;1,1500;1;;;;;Tarpaulin. Wasserdicht. Grau/Schwarz. 35 l.;;<b>BAGS-CONNECTION Drybag 350</b><br><br>Extrem widerstandsfähig, besonders reißfest, absolut wasserdicht und hohe UV-Beständigkeit das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Die praktischen Gepäckrollen eignen sich bestens bei jeder Wetterlage und schonen dabei den Geldbeutel. Besonders praktisch: die große Stauöffnung.<br><br><b>Features:</b><ul><li>Universelle Passform für fast alle Motorräder</li><li>Material: verschweißtes Tarpaulin</li><li>Größe: 35 l (Ø 30 cm, Länge 55 cm)</li><li>Farbe: Anthrazit/Schwarz</li><li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li><li>Ergonomischer Schultertragegurt, Visitenkartenfach</li><li>Reflektierende Details für mehr Sicherheit im Straßenverkehr</li><li>Mittels intelligenter Klickbefestigung lassen sich mehrere Drybags übereinander befestigen</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Hecktasche Drybag</li><li>4 Spanngurte<b> (BC.ZUB.00.066.30000)</b></li><li>Schultergurt<b> (BC.ZUB.00.041.30000)</b></li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li> Verstellbare Spanngurte für noch bessere Befestigung:</u></li><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm>BC.ROK.00.711.10000/B</a></li><li>ROK straps 500-1500 mm<br>Artikelnr.<a href=http://sw-bc.com/%204052572000991.htm>BC.ROK.00.711.10100/B</a></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_001_10001_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_001_10001_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_001_10001_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_001_10001_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10138;;Hecktasche Drybag 350;288;72.00;;;;;;;;D9390-045-93;D9390-045-93;SW-MOTECH;SW-MOTECH;4052572027356;;;;;;1,1500;1;;;;;Tarpaulin. Wasserdicht. Signalgelb. 35 l.;;<b>BAGS-CONNECTION Drybag 350 - Signalgelb</b><br><br>Extrem widerstandsfähig, besonders reißfest und absolut wasserdicht das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Die praktischen Gepäckrollen eignen sich bestens bei jeder Wetterlage und schonen dabei den Geldbeutel. Besonders praktisch: die große Stauöffnung.<br><br><b>Features:</b><ul><li>Universelle Passform für fast alle Motorräder</li><li>Material: verschweißtes Tarpaulin</li><li>Größe: 35 l (Ø 30 cm, Länge 55 cm)</li><li>Farbe: Signalgelb</li><li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li><li>Ergonomischer Schultertragegurt, Visitenkartenfach</li><li>Reflektierende Details für mehr Sicherheit im Straßenverkehr</li><li>Mittels intelligenter Klickbefestigung lassen sich mehrere Drybags übereinander befestigen</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Hecktasche Drybag</li><li>4 Spanngurte (<b>BC.ZUB.00.066.30000</b>)</li><li>Schultergurt (<b>BC.ZUB.00.041.30000</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li> Verstellbare Spanngurte für noch bessere Befestigung:</li><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm>BC.ROK.00.711.10000/B</a></li><li>ROK straps 500-1500 mm<br>Artikelnr.<a href=http://sw-bc.com/%204052572000991.htm>BC.ROK.00.711.10100/B</a></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_001_10001_y_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10139;;Hecktasche Drybag 600;288;82.00;;;;;;;;D9390-047-03;D9390-047-03;SW-MOTECH;SW-MOTECH;4052572025833;;;;;;1,3800;1;;;;;Tarpaulin. Wasserdicht. Grau/Schwarz. 60 l.;;<b>BAGS-CONNECTION Drybag 600</b><br><br>Extrem widerstandsfähig, besonders reißfest, absolut wasserdicht und hohe UV-Beständigkeit das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Die praktischen Gepäckrollen eignen sich bestens bei jeder Wetterlage und schonen dabei den Geldbeutel. Besonders praktisch: die große Stauöffnung.<br><br><b>Besonderheiten:</b><ul><li>Universelle Passform für fast alle Motorräder</li><li>Material: verschweißtes Tarpaulin</li><li>Größe: 60 l (Ø 35 cm, Länge 70 cm)</li><li>Farbe: Anthrazit/Schwarz</li><li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li><li>Ergonomischer Schultertragegurt, Visitenkartenfach</li><li>Reflektierende Details für mehr Sicherheit im Straßenverkehr</li><li>Mittels intelligenter Klickbefestigung lassen sich mehrere Drybags übereinander befestigen</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Hecktasche Drybag</li><li>4 Spanngurte (<b>BC.ZUB.00.066.30000</b>)</li><li>Schultergurt (<b>BC.ZUB.00.041.30000</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b> <ul><li>Verstellbare Spanngurte für noch bessere Befestigung:</li><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm>BC.ROK.00.711.10000/B</a></li><li>ROK straps 500-1500 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000991.htm>BC.ROK.00.711.10100/B</a></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_002_10001_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_002_10001_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_002_10001_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_002_10001_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10140;;Hecktasche Drybag 600;288;82.00;;;;;;;;D9390-047-53;D9390-047-53;SW-MOTECH;SW-MOTECH;4052572027363;;;;;;1,3800;1;;;;;Tarpaulin. Wasserdicht. Signalgelb. 60 l.;;<b>BAGS-CONNECTION Drybag 600 - Signalgelb</b><br><br>Extrem widerstandsfähig, besonders reißfest und absolut wasserdicht das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Die praktischen Gepäckrollen eignen sich bestens bei jeder Wetterlage und schonen dabei den Geldbeutel. Besonders praktisch: die große Stauöffnung.<br><br><b>Features:</b><ul><li>Universelle Passform für fast alle Motorräder</li><li>Material: verschweißtes Tarpaulin</li><li>Größe: 60 l (Ø 35 cm, Länge 70 cm)</li><li>Farbe: Yellow</li><li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li><li>Ergonomischer Schultertragegurt, Visitenkartenfach</li><li>Reflektierende Details für mehr Sicherheit im Straßenverkehr</li><li>Mittels intelligenter Klickbefestigung lassen sich mehrere Drybags übereinander befestigen</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Hecktasche Drybag</li><li>4 Spanngurte (BC.ZUB.00.066.30000)</li><li>Schultergurt (BC.ZUB.00.041.30000)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li> Verstellbare Spanngurte für noch bessere Befestigung:</li><li>ROK straps 310-1060 mm<br>Artikelnr.<a href=http://sw-bc.com/%204052572000984.htm>BC.ROK.00.711.10000/B</a></li><li>ROK straps 500-1500 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000991.htm>BC.ROK.00.711.10100/B</a></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_002_10001_y_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10141;;Rucksack Baracuda;288;117.00;;;;;;;;D9390-107-03;D9390-107-03;SW-MOTECH;SW-MOTECH;4052572028513;;;;;;1,8000;1;;;;;Tarpaulin. Wasserdicht. Anthrazit/Schwarz. 25 l.;;<p>Optimaler Begleiter für jede Tour: Der wasserdichte Multifunktionsrucksack Baracuda wurde auf die Anforderungen von Motorradfahrern hin zugeschnitten. Der robuste Premium-Rucksack kann durch umfassende Ausstattung überzeugen, die leicht zu reinigende Tarpaulin-Außenhaut schützt bis zu 25 Liter Gepäck zuverlässig vor Wasser und Schmutz. Der gepolsterte Innenraum bietet neben zahlreichen Staufächern auch ein 17-Laptopfach. Gleichzeitig sorgt das komplett justierbare, gepolsterte Gurtsystem des Motorrad-Rucksacks für hohen Tragekomfort, reflektierende Details kommen der Sichtbarkeit im Verkehr zugute.</p> <b>Besonderheiten</b> <!--BB--><ul> <li>Wasser- und staubdichter Rucksack mit Rollverschluss </li> <li>Gefertigt aus robustem, leicht zu reinigendem Tarpaulin</li> <li>Abgesetzte, vierfach umschlagbare Oberkante beugt Docht-Effekten vor</li> <li>Gepolsterter Innenraum mit Fachaufteilung</li> <li>17-Laptoptasche mit Klettverschluss</li> <li>Außentasche mit Reißverschluss</li> <li>Ergonomisches, gepolstertes Tragesystem</li> <li>Verstellbarer Brust- und Hüftgurt</li> <li>Seitliche Volumenjustierung</li> <li>Reflektierende Details</li> <li>Volumen: 25 Liter </li> <li>Größe: 73 x 38 x 21 cm (H/B/T) </li> <li>Gewicht: 1.600 g</li></ul> <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>Allwetter-Rucksack Baracuda</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_003_10001_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_003_10001_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_003_10001_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10142;;Rucksack Triton;288;94.00;;;;;;;;D9390-108-03;D9390-108-03;SW-MOTECH;SW-MOTECH;4052572028520;;;;;;1,6500;1;;;;;Tarpaulin. Wasserdicht. Anthrazit/Schwarz. 20 l.;;<p>Optimaler Begleiter für jede Tour: Der wasserdichte Multifunktionsrucksack Triton wurde auf die Anforderungen von Motorradfahrern hin zugeschnitten. Der robuste Premium-Rucksack kann durch umfassende Ausstattung überzeugen, die leicht zu reinigende Tarpaulin-Außenhaut schützt bis zu 20 Liter Gepäck vor Wasser und Schmutz. Der gepolsterte Innenraum bietet neben zahlreichen Staufächern auch ein 17''-Laptopfach. Gleichzeitig sorgt das komplett justierbare, gepolsterte Gurtsystem des Motorrad-Rucksacks für hohen Tragekomfort, reflektierende Details kommen der Sichtbarkeit im Verkehr zugute.</p> <b>Besonderheiten</b> <!--BB--> <ul><li>Wasser- und staubdichter Rucksack mit Rollverschluss </li> <li>Gefertigt aus robustem, leicht zu reinigendem Tarpaulin</li> <li>Abgesetzte, vierfach umschlagbare Oberkante beugt Docht-Effekten vor</li> <li>Gepolsterter Innenraum mit Fachaufteilung</li> <li>17''-Laptoptasche mit Klettverschluss</li> <li>Außentasche mit Reißverschluss</li> <li>Ergonomisches, gepolstertes Tragesystem</li> <li>Verstellbarer Brust- und Hüftgurt</li> <li>Seitliche Volumenjustierung</li> <li>Reflektierende Details</li> <li>Volumen: 20 Liter </li> <li>Größe: 66 x 35 x 14 cm (H/B/T) </li> <li>Gewicht: 1.200 g</li></ul> <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>Allwetter-Rucksack Triton</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_004_10001_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_004_10001_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_004_10001_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10143;;Gürteltasche Drybag 20 Mavi;288;35.00;;;;;;;;D9390-083-03;D9390-083-03;SW-MOTECH;SW-MOTECH;4052572028506;;;;;;0,4500;1;;;;;Tarpaulin. Wasserdicht. Anthrazit/Schwarz. 2 l.;;;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_005_10002_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_005_10002_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_005_10002_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10144;;Hecktasche Drybag 620;288;175.00;;;;;;;;D9390-308-03;D9390-308-03;SW-MOTECH;SW-MOTECH;4052572025857;;;;;;1,3000;1;;;;;Tarpaulin. Wasserdicht. Grau/Schwarz. 62 l - 72 l.;;"<b>BAGS-CONNECTION Drybag 620</b><br><br>Extrem widerstandsfähig, besonders reißfest, absolut wasserdicht und hohe UV-Beständigkeit das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Das Drybag 620 ist ein echtes Stauraumwunder und passt auf fast alle Motorräder. Die große Hauptöffnung ist ideal für schnelles Packen.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Universelle Passform für fast alle Motorräder</li><li>Material: wasserdichtes, verschweißtes Tarpaulin</li><li>Farbe: Grau / Schwarz</li><li>Volumenerweiterung von 62 auf 72 l</li><li>Regulierung der Breite durch Reißverschluss</li><li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li><li>Kombinierbar mit weiteren Drybags für mehr Gepäckvolumen durch integrierte Adapter<br>Passend: Drybag 250, Drybag 350, Drybag 450, Drybag 600</li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul><li>Hecktasche Drybag 620</li><li>4 Spanngurte (<b>BC.ZUB.00.066.30000</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b> <ul><li>Verstellbare Spanngurte für noch bessere Befestigung:</li><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm"">BC.ROK.00.711.10000/B</a></li><li>ROK straps 500-1500 mm<br>Artikelnr. <a href=""http://sw-bc.com/%204052572000991.htm"">BC.ROK.00.711.10100/B</a></li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_006_10000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_006_10000_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10145;;Hecktasche Drybag 250;288;47.00;;;;;;;;D9390-044-03;D9390-044-03;SW-MOTECH;SW-MOTECH;4052572025871;;;;;;0,7000;1;;;;;Tarpaulin. Wasserdicht. Grau/Schwarz. 25 l.;;<b>SW-MOTECH Drybag 250</b><br><br>Extrem widerstandsfähig, besonders reißfest, absolut wasserdicht und hohe UV-Beständigkeit das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Die praktischen Gepäckrollen eignen sich bestens bei jeder Wetterlage und schonen dabei den Geldbeutel.<br> Die Beladung erfolgt von oben.<br><br><b>Features:</b><ul><li>Universelle Passform für fast alle Motorräder</li><li>Material: verschweißtes Tarpaulin</li><li>Farbe: Anthrazit/Schwarz</li><li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li><li>Reflektierende Details für mehr Sicherheit im Straßenverkehr</li><li>Mittels intelligenter Klickbefestigung lassen sich mehrere Drybags übereinander befestigen</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Hecktasche Drybag</li><li>4 Spanngurte (BC.ZUB.00.066.30000)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li> Verstellbare Spanngurte für noch bessere Befestigung:</u><ul><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm>BC.ROK.00.711.10000/B</a></li><li>ROK straps 500-1500 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000991.htm>BC.ROK.00.711.10100/B</a></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_008_10000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_008_10000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_008_10000_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10146;;Hecktasche Drybag 450;288;59.00;;;;;;;;D9390-046-03;D9390-046-03;SW-MOTECH;SW-MOTECH;4052572025888;;;;;;0,8500;1;;;;;Tarpaulin. Wasserdicht. Grau/Schwarz. 45 l.;;<b>BAGS-CONNECTION Drybag 250</b><br><br>Extrem widerstandsfähig, besonders reißfest, absolut wasserdicht und hohe UV-Beständigkeit das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Die praktischen Gepäckrollen eignen sich bestens bei jeder Wetterlage und schonen dabei den Geldbeutel.<br> Die Beladung erfolgt von oben.<br><br><b>Features:</b><ul><li>Universelle Passform für fast alle Motorräder</li><li>Material: verschweißtes Tarpaulin</li><li>Farbe: Anthrazit/Schwarz</li><li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li><li>Reflektierende Details für mehr Sicherheit im Straßenverkehr</li><li>Mittels intelligenter Klickbefestigung lassen sich mehrere Drybags übereinander befestigen</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Hecktasche Drybag</li><li>4 Spanngurte (BC.ZUB.00.066.30000)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li> Verstellbare Spanngurte für noch bessere Befestigung:</u><ul><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm>BC.ROK.00.711.10000/B</a></li><li>ROK straps 500-1500 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000991.htm>BC.ROK.00.711.10100/B</a></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_009_10000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_009_10000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_009_10000_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10147;;Hecktasche Drybag 80;288;72.00;;;;;;;;D9390-043-03;D9390-043-03;SW-MOTECH;SW-MOTECH;4052572027943;;;;;;0,5000;1;;;;;Tarpaulin. Wasserdicht. Grau/Schwarz. 8 l.;;<b>SW-MOTECH Drybag 80</b><br><br>Extrem widerstandsfähig, besonders reißfest, absolut wasserdicht und hohe UV-Beständigkeit das ist Tarpaulin.<br>Und aus diesem wetterfesten Material sind unsere Drybags gefertigt.<br>Die praktische Universaltasche eignet sich bestens bei jeder Wetterlage und schont dabei den Geldbeutel.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Universelle Passform für fast alle Motorräder</li><li>Multifunktionale Verwendung als Hecktasche, Tankrucksack, Umhängetasche oder als Schutzbügeltasche</li><li>Rollfunktion</li><li>Material: verschweißtes Tarpaulin</li><li>Farbe: Anthrazit/Schwarz</li><li>Zuverlässige 3-Punkt-Spanngurtbefestigung</li><li>Größe (HxBxT): 35 cm x 19 cm x 9 cm</li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul><li>Drybag</li><li>2 Spanngurte, 1 Lenkkopfriemen (<b>BC.ZUB.00.068.30000</b>)</li><li>Schultergurt (<b>BC.ZUB.00.041.30000</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li>Verstellbare Spanngurte für noch bessere Befestigung:</li><li>ROK straps 310-1060 mm<br>Artikelnr. <b>BC.ROK.00.711.10000/B</b></li><li>ROK straps 500-1500 mm<br>Artikelnr. <b>BC.ROK.00.711.10100/B</b></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_010_10001_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_010_10001_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10148;;Rucksack Drybag 300;288;82.00;;;;;;;;D9390-109-03;D9390-109-03;SW-MOTECH;SW-MOTECH;4052572028858;;;;;;1,2000;1;;;;;Tarpaulin. Wasserdicht. Grau/Schwarz. 30 l.;;<p>Bei echtem Schietwetter kann das Drybag 300 seine Stärken so richtig ausspielen: Der robuste und wetterfeste Rucksack schützt bis zu 30 Liter Gepäck zuverlässig vor Wasser und Schmutz. Das Allwetter-Gepäck ist aus einfach zu reinigendem Tarpaulin gefertigt, der wasserdicht ausgelegte Rollverschluss verhindert das Eindringen von Wasser infolge von Docht-Effekten. Gleichzeitig bietet das ergonomisch gestaltete, gepolsterte Gurtsystem hohen Tragekomfort.</p> <b>Besonderheiten:</b><!--BB--> <ul> <li> Wasser- und staubdichter Rucksack mit Rollverschluss</li> <li> Gefertigt aus robustem und leicht zu reinigenden Tarpaulin</li> <li> 30 Liter Stauraum</li> <li> Gepolsterte Schultergurte</li> <li> Gepolsterter Hüftgurt</li> <li> Außentasche mit Reißverschluss</li> <li> Auch in signalgelber Farbe erhältlich</li> <li> Reflektierende Details</li> </ul><!--EB--> <b>Lieferumfang:</b><!--BL--><ul> <li>Allwetter-Rucksack Drybag 300</li> </ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_011_10000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_011_10000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_011_10000_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_wpb_00_011_10000_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
